word,Count,Median WPM,typed_word_without_mistakes
tabernacle,28,161.5858243224642,0.8928571428571429
sons,44,161.53025344139257,0.8636363636363636
offenders,1,161.5061223531502,1.0
treasure,5,161.35747353191172,1.0
show,4,161.31132792509646,0.75
males,6,161.29969511031595,1.0
separation,13,161.22119682555464,0.8461538461538461
person,4,161.17673612214105,1.0
exclude,1,161.13073879594674,1.0
passed,2,161.08919942816772,1.0
belongs,3,161.08917762632416,0.6666666666666666
duties,1,161.05379286155903,1.0
encamped,7,161.04113091134184,1.0
angels,3,161.03480968704898,1.0
rule,4,160.94740796324044,1.0
strong,2,160.88966653470092,1.0
taste,1,160.8271662816196,1.0
save,5,160.79356986514108,1.0
hindered,1,160.7842519864392,1.0
furnishings,4,160.77421521978528,1.0
cubit,1,160.77235037118317,1.0
incense,15,160.73687908683084,0.7333333333333333
divided,5,160.72657596712912,0.8
maidservants,1,160.71597179702553,1.0
man's,3,160.59385466202622,1.0
returned,5,160.56994301272363,1.0
for,235,160.55487765718323,0.9446808510638298
female,7,160.36934842824678,0.8571428571428571
secret,1,160.25402042838127,1.0
male,65,160.23576021519662,0.9846153846153847
seventh,2,160.21085505194498,1.0
priests,5,160.20249595488696,0.8
middle,3,160.20103449818026,1.0
ask,4,160.1715772246585,1.0
swear,1,160.16293909670773,1.0
kind,3,159.86991917576398,1.0
wages,1,159.81938278819828,1.0
behind,3,159.739695292094,1.0
camp,22,159.70987059385436,1.0
memory,1,159.68637595761925,1.0
divide,1,159.60464156898456,1.0
over,40,159.58134451519632,0.9
herds,1,159.5347116955163,1.0
repent,2,159.51701396406685,1.0
everybody,1,159.4937078993837,1.0
has,51,159.48489921661903,0.9803921568627451
receives,5,159.45969739200342,0.6
unfaithful,2,159.45888006619242,1.0
rams,14,159.4284721728912,0.9285714285714286
paid,1,159.36196780157843,1.0
punishment,2,159.32159617276744,1.0
carried,2,159.30846470287491,1.0
outskirts,1,159.26744055895793,1.0
ears,3,159.2589680217946,0.6666666666666666
clings,1,159.20285362270516,1.0
earthen,1,159.17915101799804,1.0
casts,1,159.14182241788416,1.0
bearers,1,159.0365715956139,1.0
anointed,9,159.02981212615572,0.8888888888888888
whatever,9,158.9696119651128,0.8888888888888888
feeds,1,158.94498675590899,1.0
addition,2,158.87306807411176,1.0
encamp,14,158.84750229903634,1.0
level,1,158.7368777514392,1.0
won't,10,158.5801162558094,1.0
moved,1,158.53572179728778,1.0
cherubim,1,158.47690488001564,1.0
eighteen,3,158.43354117283397,1.0
calling,2,158.3831530079795,1.0
lived,1,158.37239632481015,1.0
servants,4,158.3307613449256,0.75
month,18,158.2237300265231,0.8888888888888888
vengeance,1,158.16187780325453,1.0
before,51,158.14332705445753,0.8627450980392157
spirit,11,158.11905090796571,1.0
knocking,1,158.10872972646695,1.0
drunkard,1,158.03244340216196,1.0
knowledge,1,158.02718857779482,1.0
sick,5,157.90626815510868,1.0
answered,20,157.89147421683367,0.85
Mushites,1,157.8806366470889,1.0
laws,1,157.84307438848143,1.0
baptized,3,157.8334725336876,1.0
none,5,157.83165609797396,1.0
lose,2,157.764604221894,1.0
minister,6,157.7286433172523,0.6666666666666666
oath,3,157.70932462953095,1.0
amazed,1,157.70113794512787,1.0
reverence,1,157.69931879734992,1.0
foolish,2,157.57118713988893,1.0
deliver,3,157.53120102350272,1.0
adversaries,1,157.50536323660157,1.0
took,16,157.44541667513687,1.0
loved,1,157.43023479145216,1.0
sanctuaries,1,157.42265717519354,1.0
breasts,1,157.4207878273251,1.0
groups,1,157.41623980265248,1.0
standards,3,157.41388804432776,0.6666666666666666
move,2,157.41172070431273,1.0
visited,1,157.3468916402533,1.0
reclining,2,157.3360324006877,1.0
say,26,157.2860907774765,0.8076923076923077
sowed,1,157.15914930800207,1.0
offer,16,157.14024275533245,0.9375
fathers,44,157.12501422019062,0.8636363636363636
dedicate,1,157.07908817552803,1.0
looking,3,156.92275962870582,1.0
suddenly,2,156.92067942528166,1.0
contrary,8,156.79912441848566,0.875
terribly,1,156.79600431515672,1.0
trained,1,156.76786467797922,1.0
According,8,156.76685873784044,0.75
way,16,156.73044048743117,1.0
every,16,156.5804447971274,0.875
grapevine,1,156.57533781854022,1.0
herd,2,156.56649589797482,1.0
drag,1,156.51830253292263,1.0
pattern,1,156.50023735869334,1.0
stumble,1,156.27299329198178,1.0
little,7,156.2222339388898,1.0
commanded,18,156.22033130909324,0.8888888888888888
women,3,156.2168852748402,0.6666666666666666
wagons,4,156.14539897909526,0.75
might,6,156.14435914744124,1.0
blessed,3,156.13455452859915,1.0
allowed,2,156.11953250613948,1.0
satisfied,1,156.10836869501063,1.0
risen,3,156.10190644656646,1.0
possession,11,156.06388162866705,1.0
become,4,156.05477036050448,0.75
flow,2,156.04779452015757,1.0
animals,3,155.99100154765358,1.0
shekels,51,155.90576610051838,0.8823529411764706
respect,2,155.89582988175567,1.0
ruler,3,155.8470703867709,1.0
forgive,3,155.82802374077045,1.0
desires,5,155.7812652999457,0.8
synagogue,4,155.73575804854815,1.0
handful,1,155.70875567016213,1.0
worth,1,155.64961404084036,1.0
wholly,3,155.5844443215135,1.0
live,8,155.57539137066857,0.75
ministry,1,155.55599845805116,1.0
aside,1,155.55538847754573,1.0
lest,3,155.55229327829375,1.0
laugh,2,155.47145326753483,1.0
like,16,155.4558876501745,1.0
bears,1,155.31636260468647,1.0
sitting,4,155.26230517648602,0.75
upward,31,155.19743268958013,0.9354838709677419
can,8,155.19288985406558,1.0
concerning,6,155.18682386597294,1.0
upon,2,155.16682895216928,1.0
north,2,155.15243698654467,1.0
covered,4,155.13986439415703,1.0
die,4,155.13544781247919,1.0
withhold,1,155.12631887669156,1.0
spend,1,155.04541021656223,1.0
space,1,155.01945235761335,1.0
separates,2,154.99823079880304,1.0
put,27,154.94853986825933,1.0
morning,4,154.9446371784893,1.0
possesses,1,154.9202232572551,1.0
root,1,154.89617116026915,1.0
saw,17,154.87861173695933,1.0
prepare,3,154.827436527663,1.0
holes,1,154.80670963240885,1.0
Samaritan,1,154.7115910926807,1.0
serving,2,154.71083878033102,1.0
loves,2,154.6958004542759,1.0
heavenly,1,154.52417820500852,1.0
wedding,1,154.34301964400782,1.0
neighbor,3,154.3349802161847,1.0
deserted,1,154.2913238774181,1.0
prophets,8,154.2767262801408,0.625
LORD,126,154.26944770848587,0.8968253968253969
withered,3,154.2362430107686,0.6666666666666666
merciful,2,154.15662700462812,1.0
skins,5,154.14832408657483,0.8
arrived,2,154.1353053186022,1.0
state,1,154.08079123567916,1.0
departed,5,154.0147308672794,0.8
woman,24,154.00361651536122,0.9166666666666666
dishes,2,153.98922567637635,1.0
sea,1,153.9634687456297,1.0
were,167,153.93999803726504,0.9640718562874252
forgiven,7,153.87749652212815,1.0
bye,1,153.78339182085944,1.0
mercy,2,153.73454381424477,1.0
rubbing,1,153.60842651939763,1.0
son,79,153.59292243813405,0.9367088607594937
flood,1,153.576332044316,1.0
whose,2,153.57267246981758,1.0
shall,324,153.5349167395576,0.9567901234567902
homer,1,153.40929138714216,1.0
couldn't,2,153.3723138031025,1.0
here,6,153.3152058297909,1.0
now,7,153.27373539588692,0.8571428571428571
demon,5,153.19632645422251,1.0
after,22,153.15306346075545,1.0
hired,3,153.1220436280431,1.0
free,6,153.1186240480556,1.0
telling,1,153.08524168970388,1.0
people,19,153.07238601794305,0.6842105263157895
words,3,153.07157244048386,1.0
armed,1,152.97556597772422,1.0
cure,1,152.92093318725136,1.0
gorgeously,1,152.8456808867495,1.0
snake,1,152.8410476031085,1.0
running,1,152.82763880570297,1.0
tithe,4,152.80637308387423,1.0
herbs,1,152.7200587870413,1.0
surplus,1,152.59662227376597,1.0
poles,3,152.5743876426952,1.0
sparrows,2,152.4877103165708,1.0
court,6,152.47620018991492,0.6666666666666666
cares,1,152.42992351828588,1.0
cover,4,152.42284782104048,1.0
stood,6,152.41643309046268,0.6666666666666666
one,180,152.39206017883447,0.9333333333333333
Listen,1,152.39049896035817,1.0
multitude,14,152.38149490832103,0.8571428571428571
made,18,152.33716269670532,0.8888888888888888
servant,12,152.33040608650154,0.9166666666666666
men's,1,152.25879732298583,1.0
press,1,152.19572776445784,1.0
prophet,6,152.16225324987073,1.0
sunrise,2,152.1380514950041,1.0
profit,3,152.11265463202048,1.0
assaria,1,152.11078155787155,1.0
says,3,152.06798199134923,0.6666666666666666
defiled,8,152.03257908023835,0.875
hundred,65,152.03033801592807,0.9538461538461539
flee,3,151.928110150412,1.0
men,25,151.91450251798287,0.92
thirty,26,151.78849082866387,0.9230769230769231
Therefore,13,151.76641350248917,0.8461538461538461
altered,1,151.7532376733916,1.0
tears,2,151.73739058468732,1.0
bank,1,151.70473454673945,1.0
also,41,151.70190575519104,0.9512195121951219
sacrifice,15,151.6053320156771,0.7333333333333333
justify,1,151.50793685149193,1.0
mind,2,151.4501584992995,1.0
first,14,151.44189739157653,0.8571428571428571
Simeon,7,151.44162966337683,0.8571428571428571
suffer,1,151.40271460861663,1.0
midnight,1,151.30767659497207,1.0
last,3,151.30710424681217,1.0
opposite,1,151.24371964392816,1.0
assigned,1,151.24040765591548,1.0
donkey,1,151.1720241052191,1.0
screen,6,151.1465831959692,1.0
diligently,1,151.09509950745513,1.0
remember,3,151.08098444369463,0.6666666666666666
needed,2,151.056984669546,1.0
bronze,1,151.05366223310182,1.0
work,14,151.0306070222157,0.9285714285714286
westward,1,151.00054375924975,1.0
expecting,2,150.97396360800303,1.0
spin,1,150.9239374797589,1.0
eye,8,150.89495382800152,0.875
filled,4,150.8872003768151,0.75
sign,5,150.84681631508883,1.0
assemble,1,150.82560522309072,1.0
disappointed,1,150.8222799280368,1.0
returns,2,150.81582717369693,1.0
reckon,5,150.76270222879623,0.8
send,7,150.75504723187038,0.8571428571428571
shed,1,150.7362523827319,1.0
raging,1,150.71034810741295,1.0
platter,14,150.6938358737428,0.7857142857142857
oven,2,150.590455173085,1.0
seeks,2,150.57916459398854,1.0
Being,1,150.56575080866355,1.0
wife,7,150.5178283664018,0.8571428571428571
glutton,1,150.26231507002225,1.0
offspring,1,150.22078282275424,1.0
seventy,19,150.19302485712439,1.0
sure,1,150.1889564808725,1.0
lifted,2,150.1616852859559,1.0
so,33,150.1571018678292,0.9696969696969697
accuse,1,150.00475015042144,1.0
her,49,149.97450433426317,0.9591836734693877
worthy,5,149.93249913944993,1.0
garden,1,149.92968922282486,1.0
cleansed,1,149.91866912200132,1.0
do,61,149.89160962978647,0.9508196721311475
time,9,149.85356496948137,0.8888888888888888
whom,34,149.79434191449485,0.8529411764705882
ravens,1,149.78711506271713,1.0
army,13,149.78304861552095,0.9230769230769231
he,277,149.65961790652386,0.9638989169675091
go,47,149.54957537267444,0.9787234042553191
husband,4,149.53108920897512,1.0
to,706,149.48902879694288,0.9745042492917847
plentiful,1,149.47850685919497,1.0
between,3,149.47244235301656,1.0
iron,1,149.40262294979917,1.0
trembling,1,149.3913547223022,1.0
sin,22,149.2715470662185,0.9545454545454546
afterwards,2,149.24973545476314,1.0
attacks,1,149.21549951131922,1.0
man,69,149.14941332492572,0.9855072463768116
wave,7,149.14701887735174,1.0
wrath,2,149.10785240167613,1.0
flowers,1,149.0616568700033,1.0
divides,1,149.05496490554083,1.0
arise,3,149.0163801288644,1.0
must,4,148.97631101363305,1.0
needs,1,148.91230727955332,1.0
fine,15,148.90595999207073,0.9333333333333333
rotten,2,148.87762831235486,1.0
except,4,148.85945730693737,1.0
Bethsaida,2,148.8580051477303,1.0
grass,1,148.83503100357723,1.0
correctly,2,148.78913702063454,1.0
difficult,1,148.78229953513795,1.0
ease,1,148.77571533998506,1.0
possessed,1,148.7484061195094,1.0
devotes,1,148.7170498786363,1.0
Jericho,1,148.68632972574275,1.0
number,24,148.68125684744103,1.0
guide,1,148.68031353704515,1.0
hears,2,148.6670030857129,1.0
sword,7,148.6365936852734,1.0
journey,6,148.60418881661093,0.6666666666666666
kinsman,2,148.54927102829998,1.0
knocks,2,148.49161724640803,1.0
stretched,1,148.35871984557508,1.0
throw,3,148.32540616440386,1.0
pleasures,1,148.30845962439508,1.0
mourn,1,148.2715613415512,1.0
staff,1,148.12335120194695,1.0
Doesn't,1,148.11311822018814,1.0
enjoy,3,148.07224741095675,1.0
allow,4,147.92880253342904,1.0
Tent,38,147.92069479632625,0.9473684210526315
today,2,147.91851965594648,1.0
command,5,147.90505692671954,0.6
Brother,1,147.89125555978688,1.0
burning,1,147.86561268996772,1.0
Solomon,3,147.8563209721342,1.0
burdens,4,147.81420433545202,0.75
desert,3,147.73021753890075,1.0
synagogue's,1,147.51004716633759,1.0
intently,1,147.48390159443926,1.0
false,1,147.47326678356382,1.0
pins,2,147.3937786322101,1.0
menservants,1,147.3545669031596,1.0
consumption,1,147.2870889811516,1.0
water,17,147.2748989080548,0.9411764705882353
blows,1,147.21523972161597,1.0
seek,4,147.20198133030948,1.0
given,12,147.152514658424,0.9166666666666666
storm,1,147.14548789397287,1.0
called,13,147.13034522500726,0.9230769230769231
burnt,18,147.1142637306643,0.8888888888888888
happen,1,147.04771085518456,1.0
consumed,1,147.03645723008125,1.0
but,64,146.99155211272253,0.953125
added,1,146.91367425957344,1.0
astray,3,146.89881303718803,1.0
yourselves,6,146.86890463491594,1.0
speck,3,146.86782336500622,1.0
fruitful,1,146.8646463292788,1.0
sister,3,146.80078277439614,0.6666666666666666
altar,13,146.74454562752615,1.0
confesses,1,146.73590065001287,1.0
wilderness,10,146.72520316991984,0.9
assembled,1,146.7123793460486,1.0
afterward,1,146.70893151749334,1.0
seemed,1,146.70360065649862,1.0
preserved,1,146.62463970049475,1.0
gave,28,146.56723792047723,0.8214285714285714
threshing,1,146.567212670247,1.0
daughters,1,146.55667136145584,1.0
Galileans,3,146.55144104846158,1.0
seized,1,146.53818795354331,1.0
lit,3,146.48014319247775,1.0
Ninevites,1,146.43245789321116,1.0
Friend,1,146.37874239110081,1.0
villages,4,146.37488022375774,1.0
kindled,1,146.3502852262523,1.0
condemned,1,146.28409943309492,1.0
dinner,1,146.276322881416,1.0
Remain,1,146.2430168959432,1.0
moves,2,146.23509905012008,1.0
cups,1,146.20404053141513,1.0
mint,1,146.19633680712073,1.0
begins,1,146.15600570252016,1.0
Meeting,36,146.14833374322188,1.0
grew,4,146.1111373129456,1.0
casting,2,146.09118405284804,0.5
turned,3,146.0383151802975,1.0
torment,1,146.01696995318414,1.0
whomever,2,146.00301527768016,1.0
adversary,2,145.9951619519493,1.0
age,2,145.97536520697227,1.0
forbade,1,145.93868281999403,1.0
Heal,1,145.84448056120954,1.0
perceiving,3,145.77123124577187,0.6666666666666666
Israel,77,145.73143518139008,0.7662337662337663
rob,1,145.66607024503458,1.0
Some,1,145.66553978186585,1.0
interest,2,145.65577845812976,0.5
listen,4,145.64073453217162,0.75
bury,2,145.62987847845693,1.0
Tabernacle,3,145.62085329451403,0.6666666666666666
cursing,1,145.61422942249914,1.0
inheritance,2,145.5973856704267,1.0
spoke,35,145.57481672130575,0.8285714285714286
curse,9,145.5677177383726,0.8888888888888888
perhaps,1,145.55304264773463,1.0
killed,5,145.54902000025473,1.0
body,14,145.4841135369187,0.9285714285714286
struck,3,145.45137197006608,0.6666666666666666
pigs,2,145.26928730027225,1.0
Zuriel,1,145.1394901370661,1.0
workmanship,1,145.0232311835104,1.0
vows,2,144.79262330929936,1.0
not,79,144.7183238723729,0.9746835443037974
curses,1,144.6838336714648,1.0
merry,1,144.6734142347066,1.0
plow,1,144.6723938850596,1.0
welcomed,2,144.66115134918851,1.0
With,2,144.63465986838582,1.0
ninth,1,144.51507484917443,1.0
lambs,15,144.5017447381496,0.9333333333333333
planted,1,144.46960050027758,1.0
lawyers,4,144.41499304836722,0.75
weeping,2,144.30567257454632,1.0
lodge,1,144.29060127095974,1.0
wine,11,144.26852700932247,0.9090909090909091
purple,1,144.17000527021463,1.0
boy,1,144.15320602736588,1.0
watch,1,144.14348619189488,1.0
temptation,2,144.10145171834588,1.0
God's,19,144.08993517393816,0.8421052631578947
commits,1,144.05740070029046,1.0
apostles,3,143.96395142656277,1.0
Mushi,1,143.96388234119823,1.0
tomorrow,1,143.88694083623793,1.0
rose,3,143.87794833642621,1.0
chaff,3,143.83956710043884,1.0
set,35,143.83395807879384,0.8571428571428571
burden,5,143.8206269141127,1.0
pitch,1,143.76302103612406,1.0
good,29,143.7290993934632,1.0
statutes,5,143.69194602152174,0.6
truth,1,143.6739979516877,1.0
shine,1,143.66515674586927,1.0
tenth,3,143.50081233418183,1.0
continued,1,143.4863571045941,1.0
abatement,1,143.41241067099878,1.0
match,1,143.3808585120078,1.0
guilt,3,143.37356076840584,1.0
be,218,143.3567854398634,0.9954128440366973
Gershonites,6,143.2758483872314,0.8333333333333334
fulfilled,2,143.2722899057867,1.0
Pray,1,143.26562042967748,1.0
Zuar,5,143.24090912617675,1.0
new,8,143.23796101463932,1.0
committed,1,143.1119426916176,1.0
fails,1,143.09996987745635,1.0
unless,3,143.06998785097355,1.0
warned,1,143.04775967340606,1.0
need,2,143.0355032056159,1.0
yield,4,142.99220456370844,1.0
alarm,5,142.97860658769164,1.0
dress,1,142.95895005228724,1.0
remembered,1,142.9343273939356,1.0
seeing,1,142.85325974274113,1.0
exceeded,1,142.83773648014784,1.0
declared,3,142.82643092370762,0.6666666666666666
fifth,7,142.82344332563434,1.0
served,3,142.71561653740994,1.0
happened,3,142.6316490120381,1.0
named,5,142.600462025497,1.0
five,62,142.59934149963593,0.8870967741935484
consolation,1,142.59784318601606,1.0
Christ,1,142.59698823277768,1.0
destroys,1,142.5869702541301,1.0
ancestry,1,142.5181532497702,1.0
catch,1,142.51233087942933,1.0
stepped,1,142.49830401572098,1.0
seven,14,142.46416631341663,0.9285714285714286
infirmities,2,142.40687265821077,1.0
commit,1,142.39551580699,1.0
family,11,142.37847996734786,0.9090909090909091
sealskin,5,142.34626381092383,1.0
foot,1,142.29258854230432,1.0
traveled,8,142.26830445778467,0.75
stall,1,142.24090108662568,1.0
soil,2,142.191266932732,1.0
sandals,1,142.18158687515,1.0
twenty,25,142.1748446492991,0.92
far,2,142.1044238717499,1.0
fever,1,142.10267913286103,1.0
cellar,1,142.07665153747655,1.0
asking,2,142.07146000283984,1.0
Another,1,142.06919040180549,1.0
sinned,1,142.0583184911986,1.0
crowd,4,142.05672223228464,1.0
safely,1,142.04007423961215,1.0
becomes,5,142.0030476558847,0.8
three,19,141.97255244643554,1.0
left,8,141.9634609933923,1.0
loose,1,141.9598887602312,1.0
cattle,14,141.93003089339484,0.7857142857142857
tax,6,141.74374461268746,1.0
withdrew,2,141.7068256094093,1.0
judged,2,141.6203957733264,1.0
purses,1,141.6049783590225,1.0
wiped,2,141.5492639888482,1.0
dressed,2,141.50306453020391,1.0
darkness,3,141.38463867682827,1.0
besides,1,141.38460298109436,1.0
village,4,141.3706755879818,1.0
marveled,4,141.33954576483305,1.0
wherever,1,141.2843245483427,1.0
maturity,1,141.22909919667126,1.0
severely,1,141.19715181811924,1.0
beg,2,141.18582705607037,1.0
mute,2,141.18117376794038,1.0
forgives,1,141.1516029970014,1.0
confess,3,141.04673130077157,1.0
ordinance,1,141.01020757224813,1.0
Whenever,1,140.98235033144806,1.0
devoted,5,140.83682896490464,0.8
Other,3,140.66639768125512,1.0
guilty,2,140.57661113158593,1.0
world,3,140.52914375358495,1.0
abundance,2,140.49082173502308,1.0
hungry,2,140.433546372798,1.0
ones,2,140.3634136283215,1.0
still,4,140.34804155789556,1.0
been,9,140.32490477639664,0.7777777777777778
room,1,140.27081618912248,1.0
gate,2,140.25424197954314,1.0
we,14,140.20024226493118,0.8571428571428571
glorifying,1,140.07191292009315,1.0
evil,13,139.99536265361212,0.9230769230769231
carry,6,139.91304194927704,0.8333333333333334
defiles,1,139.9002744210502,1.0
door,9,139.80404715241002,0.8888888888888888
required,4,139.77714247552456,1.0
execute,2,139.75846164054116,1.0
cut,5,139.65131394430009,1.0
disciples,24,139.56925682747794,0.875
rise,2,139.55475926614508,1.0
seed,7,139.50799598798255,1.0
deny,1,139.48760391099995,1.0
alabaster,1,139.43189507181842,1.0
raise,1,139.17048361047202,1.0
me,55,139.09850260461945,0.9636363636363636
Abel,1,139.06283815084666,1.0
midst,1,138.9513526682597,1.0
bow,1,138.84940894506462,1.0
upright,1,138.8231957694623,1.0
wagon,1,138.7743037172779,1.0
seen,3,138.7612895317905,0.6666666666666666
bondage,1,138.75311822855875,1.0
oxen,4,138.62166414541124,1.0
theirs,1,138.5917614127428,1.0
did,22,138.45215188844634,0.9545454545454546
David,1,138.39428948256452,1.0
burned,3,138.3873681547986,1.0
persistence,1,138.37958968145333,1.0
sale,2,138.28673844396673,1.0
disciple,1,138.24683713557738,1.0
fringe,1,138.19768718492844,1.0
redemption,7,138.1360951343287,1.0
Set,1,138.10819395914757,1.0
weighed,1,138.10117785508157,1.0
barns,1,138.04235691679634,1.0
troubled,2,138.02155352835297,0.5
desolate,4,138.01496902741945,0.75
tested,1,138.01320786399256,1.0
kingdom,2,138.00657591892832,1.0
return,6,137.93724030376288,1.0
member,1,137.92778446025122,1.0
indignant,1,137.79243254167326,1.0
Iscariot,1,137.78479650979625,1.0
Hades,1,137.7464858575683,1.0
stream,2,137.71654580954436,1.0
better,1,137.6881020268836,1.0
spilled,1,137.66027999445424,1.0
Count,2,137.65186165185003,1.0
indeed,3,137.57281805689092,1.0
stopped,1,137.44321263692166,1.0
bad,5,137.42571853609542,1.0
sow,3,137.42556115437475,1.0
carved,1,137.41805971043723,1.0
alien,2,137.36237157375137,1.0
burst,1,137.31991351591847,1.0
how,19,137.30526966182856,1.0
no,52,137.29258056170738,0.9615384615384616
region,2,137.23576235332575,1.0
hope,1,137.20738381536,1.0
mock,1,137.1956970856204,1.0
call,3,137.17879798792998,1.0
duty,10,137.12428725304673,0.8
thigh,4,137.09015167204672,0.75
birds,4,137.03371059673418,0.75
vintage,2,137.02637857405236,1.0
Samaritans,1,136.9099381326808,1.0
invited,2,136.77106720929675,1.0
eleventh,1,136.7107729797993,1.0
had,52,136.65498327800427,0.9038461538461539
walled,2,136.58543632031808,1.0
arisen,1,136.46929668273467,1.0
steep,1,136.45890949317342,1.0
sat,5,136.42740584045723,0.8
farms,1,136.39723968359476,1.0
Benjamin,7,136.38837613015883,1.0
war,15,136.3296056022379,1.0
iniquities,1,136.3210979846516,1.0
Immediately,3,136.2762253013537,1.0
all,136,136.11304139682585,1.0
Moses,75,136.09580600359428,0.7733333333333333
any,15,136.09423164599167,1.0
baptism,2,136.06951788892985,1.0
kept,8,136.02687238117613,0.875
service,36,136.01870697683023,0.75
allows,1,135.94742610926966,1.0
road,2,135.92067648717696,0.5
staffs,1,135.88520719663154,1.0
harvest,3,135.7452901232373,0.6666666666666666
multiply,1,135.57608183711238,1.0
serve,6,135.56831992278768,1.0
Elishama,5,135.47343732801224,0.8
off,4,135.3893254929249,1.0
spite,2,135.33062124342547,1.0
Sabbath,11,135.2477327891222,0.9090909090909091
condemn,3,135.22722278540067,0.6666666666666666
fields,2,135.16467546833996,1.0
distance,1,135.10565684570514,1.0
Leave,1,135.03382935009793,1.0
pillar,1,135.0300357435757,1.0
covers,1,135.00795703146753,1.0
city,18,134.99684563156654,1.0
help,2,134.99617391150312,1.0
built,2,134.9604274020942,1.0
Let's,2,134.93354877806257,1.0
Pilate,1,134.86944637590813,1.0
Sabbaths,5,134.86517696839942,0.8
Levite,1,134.84287434067454,1.0
Turning,3,134.82628836550248,1.0
abhor,3,134.8194026691545,1.0
fifteen,1,134.79993523184064,1.0
James,6,134.7372179139723,0.8333333333333334
Levites,49,134.6605951837997,0.7142857142857143
large,1,134.65625624187854,1.0
worse,3,134.60058286539066,1.0
continual,2,134.5863609900124,0.5
prison,1,134.55614972062781,1.0
wore,1,134.55252874658714,1.0
dwelling,2,134.4720140289053,1.0
image,1,134.33953646142945,1.0
sink,1,134.31416250502627,1.0
Haven't,1,134.2846226522172,1.0
tower,1,134.27405737933293,1.0
stripped,1,134.24222779451767,1.0
desiring,2,134.23033023510865,0.5
coffin,1,134.22708687699057,1.0
enemy,2,134.1959794678726,1.0
Sodom,1,133.9742063926239,1.0
spoken,2,133.93286839445585,1.0
swept,1,133.92298133984139,1.0
anxious,6,133.90364457898409,1.0
utterly,1,133.89074387784575,1.0
begged,7,133.87734640967915,1.0
Joseph,2,133.86762941047965,1.0
distressed,1,133.77404449101766,1.0
judges,1,133.7374433078619,1.0
forgave,2,133.6937108832198,1.0
fallen,1,133.64492399873038,1.0
platters,1,133.6416185614844,1.0
harm,1,133.6376559732413,1.0
Asher,7,133.5982438065524,1.0
obey,1,133.54102672461977,1.0
forbid,1,133.53992454252375,1.0
turn,1,133.4964214615522,1.0
cleanse,6,133.36621415239384,0.5
Pharisees,14,133.35228829614013,0.9285714285714286
pine,3,133.34607529163898,1.0
ourselves,1,133.24336938430088,1.0
reject,2,133.23718777742246,1.0
sleeping,1,133.23218789735458,1.0
fell,13,133.16088998080818,1.0
ram,16,133.15690256598822,1.0
pressed,2,133.1269786649318,1.0
exceed,1,133.09839002708551,1.0
very,5,133.0387264646178,1.0
food,5,133.03157338104734,1.0
sackcloth,1,132.93416976825884,1.0
scatters,1,132.84961313085577,1.0
hurt,1,132.8382525459973,1.0
dazzling,1,132.82476207764495,1.0
Nevertheless,3,132.7378320888547,0.6666666666666666
sold,13,132.60188659334153,0.8461538461538461
isn't,10,132.5959378933972,0.9
Magdalene,1,132.49473977481045,1.0
judge,5,132.4477581892449,0.8
deep,1,132.43015964455748,1.0
collectors,4,132.39241095715113,1.0
property,3,132.38894050372062,1.0
sinner,2,132.35575955082956,1.0
dug,1,132.31047535110972,1.0
Forgive,1,132.21714777705986,1.0
act,1,132.19542449603247,1.0
bringing,2,132.14058099992835,1.0
Mary,3,132.1344335727169,1.0
cot,3,132.10529232148994,1.0
assign,2,132.09320820247044,1.0
let,11,132.04254410771148,1.0
ten,18,131.94914484153796,0.8888888888888888
tell,43,131.8668639175173,0.9302325581395349
Young,1,131.86462513854028,1.0
humbled,1,131.86067977319965,1.0
magistrate,1,131.80301248965344,1.0
seeds,1,131.6868381638992,1.0
widow,1,131.63864664940152,1.0
conceive,1,131.6354192519543,1.0
suppose,1,131.59642759564554,1.0
tabernacle's,2,131.56162897811453,1.0
watching,2,131.335686582645,1.0
follow,4,131.30178796391488,0.75
collector,1,131.16979285982092,1.0
nor,17,131.11811702729003,1.0
carnally,1,131.09759136853458,1.0
slaves,5,131.08400463818901,1.0
How,2,131.07705200303585,1.0
altars,2,130.99955047105078,1.0
dig,1,130.8894812849857,1.0
razor,2,130.88029125147585,1.0
lawful,3,130.85710495012438,0.6666666666666666
harshness,3,130.7373574856882,1.0
jostle,1,130.66209204164417,1.0
Which,5,130.60482441160894,1.0
full,36,130.59186982350207,0.9722222222222222
nursed,1,130.5774952951296,1.0
delays,1,130.57460624955456,1.0
Queen,1,130.55051848138413,1.0
rulers,1,130.52794929714327,1.0
him,235,130.4597874012809,0.9531914893617022
Nazirite,6,130.44557608123614,0.8333333333333334
inn,1,130.4375709480746,1.0
born,5,130.4307066491129,1.0
Israel's,1,130.4224491814361,1.0
denies,1,130.42006309795107,1.0
beloved,1,130.2800245050522,1.0
blasphemies,1,130.27349835366869,1.0
Hobab,1,130.14704446907598,1.0
Pharisee,3,130.12837977967638,0.6666666666666666
firstborn,20,130.08392428925043,0.85
Judea,3,129.986977471307,1.0
assist,1,129.95564180759632,1.0
key,1,129.89829324467533,1.0
rejoice,2,129.80122481559283,1.0
Faithless,1,129.79688110112943,1.0
ransomed,1,129.68171244701287,1.0
perpetuity,1,129.64153144244676,1.0
Son,18,129.55784867280897,0.8888888888888888
Bring,3,129.3934466532385,0.6666666666666666
slave,1,129.2928457096755,1.0
sheep,1,129.25159663420226,1.0
