Word,Count,Median WPM,Mistake-Free Entry Proportion
secret,7,160.55061726137663,1.0
before,441,160.44314396362753,0.8707482993197279
mocked,8,160.404960667441,0.625
build,20,160.36480668887322,0.8
lost,14,160.2940674866062,1.0
perform,11,160.27454265945457,0.8181818181818182
became,46,160.20634829330263,0.8260869565217391
besides,7,160.1658708266065,1.0
children,697,160.16507680582785,0.7733142037302726
tabernacle,35,160.15479494781025,0.8857142857142857
king's,11,160.12902841267208,0.8181818181818182
often,5,160.0797837642281,0.8
Teacher,15,160.07140709245914,0.7333333333333333
commandment,47,160.04946983613118,0.8723404255319149
riddle,8,159.9940151308589,0.875
camp,95,159.97077867109607,1.0
one,558,159.9673031350266,0.953405017921147
love,37,159.96582063632403,0.8648648648648649
news,5,159.9611294455447,1.0
chastise,5,159.86310389536428,1.0
king,232,159.85219396910355,0.9353448275862069
brothers,89,159.83944128123298,0.8314606741573034
tread,5,159.75959376330496,0.6
possessions,8,159.72763693202128,0.875
thrust,10,159.67832260171866,1.0
statutes,35,159.66273907416235,0.7142857142857143
males,9,159.60188904795876,0.8888888888888888
eaten,11,159.5864370678865,0.7272727272727273
linen,8,159.5535357971737,1.0
shut,15,159.4972646219117,0.8666666666666667
ruler,10,159.49221395345353,1.0
receives,9,159.45969739200342,0.7777777777777778
male,114,159.4237379171709,0.9473684210526315
carried,13,159.32999461123194,0.9230769230769231
like,90,159.28066432487978,0.9666666666666667
wise,8,159.25879899457556,1.0
gone,39,159.23619704152415,0.7948717948717948
afterward,10,159.21220448550372,1.0
talk,5,159.093854436415,1.0
commandments,50,159.07095232832756,0.64
clothed,5,159.05692874704044,0.8
fathers,160,159.04147137136954,0.91875
anoint,8,158.9984933284176,0.75
congregation,92,158.9856904228506,0.8695652173913043
ordinances,26,158.92603250510513,0.7692307692307693
walk,41,158.91740168723928,0.926829268292683
foreign,5,158.89079095457427,0.8
release,11,158.8733008122208,0.9090909090909091
plagues,8,158.86068789694238,0.75
encamp,14,158.84750229903634,1.0
lives,39,158.82066129746948,0.9487179487179487
heavy,6,158.7378722638177,0.8333333333333334
void,7,158.73782265942734,0.8571428571428571
accuse,5,158.72609959710024,1.0
destroy,50,158.71358604884364,0.88
testimony,14,158.69888765394867,0.8571428571428571
every,114,158.63879616258322,0.9298245614035088
behind,14,158.61338083338399,0.8571428571428571
won't,33,158.58730429335478,0.9090909090909091
song,8,158.47469636022282,1.0
works,22,158.3878878310057,1.0
troubled,9,158.34641478150587,0.6666666666666666
statute,14,158.33377468062997,0.8571428571428571
LORD,1454,158.25638470936502,0.8920220082530949
covered,10,158.17721878671074,1.0
testify,23,158.16781416788194,0.9565217391304348
shed,6,158.14591444147865,1.0
live,59,158.09089435971214,0.9152542372881356
answered,143,158.03270355106068,0.8951048951048951
over,245,157.98760653054936,0.9428571428571428
lame,5,157.9647817519084,0.8
upward,39,157.9482522038717,0.9487179487179487
pieces,20,157.90962889345866,0.95
saved,23,157.8768718276616,1.0
his,1398,157.8164865935953,0.9513590844062947
flock,16,157.8144792364007,0.875
captain,10,157.7645028374817,0.9
themselves,72,157.56183876513865,0.7916666666666666
cry,10,157.46356667352518,1.0
listen,58,157.41251440610648,0.8448275862068966
female,22,157.3878093365883,0.9090909090909091
arise,10,157.3699708138176,0.9
baptized,5,157.35932690859244,1.0
sure,6,157.3564371096084,1.0
robe,9,157.35641227380015,1.0
might,69,157.29238977473634,1.0
dealt,13,157.28150453390148,0.9230769230769231
use,9,157.27213233925696,0.7777777777777778
mourned,7,157.24801006387264,0.8571428571428571
ceased,6,157.18282552001827,0.8333333333333334
burning,10,157.1506747374761,1.0
command,54,157.14979599044202,0.9444444444444444
hanged,5,157.0969873161638,1.0
quarter,7,156.9943212911213,1.0
sold,26,156.96324278119562,0.8846153846153846
unrighteous,5,156.907812974921,0.6
thirteen,7,156.8918418693663,0.8571428571428571
horns,6,156.8014930000803,1.0
contrary,8,156.79912441848566,0.875
mighty,33,156.7828166033003,0.9696969696969697
destruction,10,156.76651745160854,0.9
here,75,156.76187446705043,0.9066666666666666
today,129,156.73694577162905,0.8914728682170543
floor,12,156.70005054358393,1.0
lady's,9,156.68643019347508,0.8888888888888888
spoke,189,156.66978526578117,0.8677248677248677
defiled,11,156.6632225624881,0.9090909090909091
worthy,17,156.6528166720371,0.9411764705882353
rod,14,156.5913899087742,1.0
ascent,8,156.53224015812566,0.75
cling,7,156.51668976592146,0.8571428571428571
poured,9,156.5139814809179,1.0
throne,5,156.47197423949729,1.0
shekels,60,156.46904812633204,0.8833333333333333
desires,15,156.4547648298629,0.9333333333333333
help,12,156.43458267349263,1.0
depart,15,156.38480043996256,0.6666666666666666
likewise,13,156.3582597716583,0.9230769230769231
stones,36,156.3435217635303,0.9166666666666666
sit,23,156.28574765148105,0.9130434782608695
rule,12,156.25155138909463,1.0
subject,5,156.2469773650212,1.0
multitude,44,156.23286672800245,0.8181818181818182
ever,11,156.14900128074711,0.9090909090909091
declare,8,156.1044173574636,1.0
knew,34,156.04871668981352,0.9705882352941176
numerous,5,155.99389478894273,0.8
dry,12,155.87969324465382,1.0
watching,6,155.85996370496053,1.0
forth,6,155.8390410145164,1.0
morning,52,155.83362756019682,0.8846153846153846
say,131,155.7484817767787,0.9389312977099237
synagogue,6,155.73575804854815,1.0
ate,32,155.72108320713954,0.90625
wagons,7,155.64888724016362,0.7142857142857143
rise,25,155.64086260057073,0.92
answer,22,155.5755678323281,0.8636363636363636
has,514,155.53933992018565,0.9610894941634242
spied,7,155.43715274368594,0.7142857142857143
hired,11,155.39472201826663,1.0
sitting,13,155.29819194080034,0.9230769230769231
forgive,11,155.27031823021414,1.0
shave,5,155.2255116232863,0.8
am,117,155.14790443664825,0.9914529914529915
seventh,26,155.1467916069061,0.8846153846153846
prevailed,6,155.1331131050627,0.6666666666666666
consumed,17,155.12133073418926,1.0
signs,26,155.0730814736474,0.8076923076923077
foreigner,38,155.06750348667742,0.9210526315789473
offer,68,155.05515421698462,0.9411764705882353
moved,8,154.92936539953376,0.875
hears,19,154.90746860541972,0.8947368421052632
hurried,12,154.90115392794291,0.75
way,160,154.83588130277462,0.98125
choose,24,154.83311189940997,0.9166666666666666
commanded,147,154.7543325123234,0.8843537414965986
cross,6,154.7282486363747,0.8333333333333334
book,19,154.66025170311548,1.0
wisely,5,154.6548533270555,1.0
elders,61,154.54334908745372,0.8524590163934426
given,113,154.50760486431142,0.911504424778761
synagogues,5,154.4820852918765,0.8
abominations,5,154.4800667611355,0.6
seeks,15,154.45438730261372,0.8
demon,9,154.44297695015788,1.0
Tent,73,154.41451805298735,0.9315068493150684
beneath,7,154.39782916652194,0.8571428571428571
looking,11,154.39189810134724,0.7272727272727273
swear,8,154.36635281032966,1.0
vengeance,8,154.35572322891534,0.75
whatever,25,154.32666872542728,0.8
Because,26,154.24558784073412,0.9230769230769231
men,392,154.23923478274594,0.9617346938775511
safety,5,154.09880344419386,1.0
woman,99,154.08403589233532,0.9292929292929293
following,17,154.0086966429384,0.9411764705882353
mind,7,153.90070967464746,1.0
wholly,8,153.8737206619512,1.0
work,56,153.8706043563544,0.9285714285714286
removed,8,153.84104348113115,0.875
angels,9,153.581029671215,1.0
affliction,5,153.5094957136311,0.8
suddenly,7,153.50536701134484,0.7142857142857143
enemy,16,153.49570187467282,1.0
minister,13,153.4858801783698,0.6153846153846154
lords,19,153.4720362439561,0.9473684210526315
words,96,153.4673907941447,0.8645833333333334
tore,5,153.4475835841775,0.8
month,44,153.43718936424375,0.9090909090909091
eye,20,153.38805398830868,0.95
devoured,7,153.37087618065618,0.8571428571428571
ways,18,153.3685191319907,0.6111111111111112
deliver,48,153.36714766669508,0.9375
performed,6,153.30344641420047,0.8333333333333334
strong,34,153.24529548939347,1.0
were,605,153.24222231870806,0.9454545454545454
bore,26,153.17074319167443,0.9230769230769231
lot,35,153.17050174401635,1.0
convocation,6,153.1460084512583,1.0
silent,5,153.11861141835257,1.0
mightier,6,153.1148100635021,0.6666666666666666
man,492,153.07444721356862,0.9857723577235772
Bethel,22,153.0397415734846,0.9545454545454546
arose,53,152.9884769079193,0.8867924528301887
middle,71,152.96328116435652,0.9295774647887324
anointed,25,152.8938749280324,0.92
took,212,152.88304064725128,0.9481132075471698
half,48,152.86016136361252,0.9583333333333334
forced,9,152.85105429014695,0.8888888888888888
haven't,10,152.8267168712244,0.8
time,117,152.81241702763296,0.9487179487179487
eighteen,6,152.81206558066714,1.0
servants,75,152.783962522094,0.84
forgiven,12,152.70268551084578,0.8333333333333334
declared,16,152.61478167397019,0.9375
pursue,6,152.58711631669598,1.0
report,7,152.52049653047646,1.0
company,17,152.4965869811485,0.5882352941176471
vain,7,152.48270433158888,1.0
court,6,152.47620018991492,0.6666666666666666
tithe,14,152.43343422009696,1.0
first,75,152.42256616092013,0.92
encamped,83,152.39551461901598,0.927710843373494
possession,46,152.38429587932728,0.782608695652174
hundred,152,152.37979116945013,0.9605263157894737
rises,7,152.2620429759616,0.8571428571428571
treated,5,152.2385592722707,1.0
appoint,11,152.14447639478448,0.7272727272727273
delivered,61,152.13013888213928,0.7868852459016393
shall,1551,152.03159824737972,0.9303675048355899
cubits,10,152.02882700070575,1.0
strikes,5,152.01000660157746,0.8
rejected,17,152.00679850406308,0.8235294117647058
puts,9,151.94672241423086,0.5555555555555556
sandal,5,151.9160090145272,0.8
palm,5,151.8606248495235,1.0
refuge,21,151.82311089349798,0.8571428571428571
battle,52,151.80321651312107,0.9038461538461539
suffer,5,151.78543947576682,1.0
Michal,10,151.7794459281099,0.8
none,21,151.71820871368246,1.0
Therefore,110,151.67535044641195,0.8454545454545455
forever,39,151.59901771055524,0.8717948717948718
let,107,151.48161644349778,0.9532710280373832
prepared,7,151.4600273322241,1.0
allow,11,151.4271631559541,1.0
continual,20,151.37129901999302,0.85
rose,45,151.32857026658417,0.9555555555555556
sacrificed,8,151.30615720694448,1.0
respect,9,151.29121650025235,0.8888888888888888
screen,6,151.1465831959692,1.0
flee,22,151.1334351466706,0.9545454545454546
mercy,8,151.11687421356982,1.0
forsake,10,151.08022665700545,0.8
treasure,7,151.06082464104173,0.8571428571428571
sick,13,151.00161257138757,1.0
fine,33,150.9793369050431,0.9696969696969697
stood,68,150.8598049490016,0.9117647058823529
observe,24,150.8113519695684,0.8333333333333334
named,23,150.79514278792072,0.9565217391304348
ordinance,14,150.78412265448785,0.7142857142857143
reckon,5,150.76270222879623,0.8
inherit,19,150.74175711770275,0.9473684210526315
blessing,15,150.7357553533568,0.8666666666666667
altar,63,150.7194214785726,0.9841269841269841
true,18,150.69873601814777,0.7777777777777778
learn,7,150.69394561957813,1.0
platter,14,150.6938358737428,0.7857142857142857
whom,138,150.66644333935568,0.8840579710144928
wrath,14,150.6653933317773,1.0
began,29,150.64926065109105,0.896551724137931
to,4976,150.622825387764,0.9746784565916399
crossed,14,150.5903142738394,0.8571428571428571
crowd,7,150.5689624669219,1.0
why,14,150.4439640625401,1.0
look,14,150.41269351830536,0.8571428571428571
also,222,150.4026139395226,0.9234234234234234
neck,7,150.36595313845072,1.0
do,381,150.30794339903878,0.9658792650918635
priesthood,7,150.2174397440295,1.0
apart,10,150.20926145983918,1.0
bridegroom,6,150.17176947464668,1.0
grew,10,150.1487463644478,1.0
hated,10,150.14188279502062,1.0
filled,15,150.14172753488762,0.8666666666666667
array,9,149.99463769170254,1.0
put,174,149.9915042406871,0.9597701149425287
prophets,29,149.97694104531428,0.6206896551724138
conceived,6,149.96504691548287,0.8333333333333334
after,162,149.96036496208004,0.9197530864197531
households,9,149.9540578255337,0.7777777777777778
fight,36,149.77051854226144,0.8055555555555556
body,40,149.71629912526163,0.975
go,379,149.68911442048795,0.978891820580475
husband,45,149.52693416204482,0.9111111111111111
murderer,12,149.48224419069322,0.75
diligently,12,149.4425698082202,0.8333333333333334
north,25,149.44183474721913,0.96
Having,6,149.42902507648313,1.0
village,9,149.37845226495966,1.0
seventy,39,149.35555744028045,0.8461538461538461
ended,13,149.34296562274275,0.6923076923076923
offspring,22,149.29621233037733,0.8636363636363636
he,1533,149.27601134497684,0.9628180039138943
Simeon,20,149.2585776985499,0.95
far,35,149.25787739543344,0.8571428571428571
smoke,6,149.236040909994,0.8333333333333334
wine,54,149.2261152551796,0.9444444444444444
stopped,6,149.2065986531896,0.8333333333333334
blood,66,149.00219101620388,0.9090909090909091
strange,5,148.8409278530812,0.8
thirty,65,148.61463296829865,0.9076923076923077
kind,13,148.55336872617346,1.0
women,41,148.49595868248446,0.8048780487804879
wave,31,148.47102680706254,0.8709677419354839
worshiped,10,148.4666129754964,0.9
stronghold,7,148.46257722373744,1.0
burdens,5,148.38168574313434,0.8
yourselves,67,148.34924378972977,0.8059701492537313
herself,9,148.32695144852744,0.7777777777777778
remnant,8,148.28083106316268,1.0
son,390,148.26525502831788,0.9666666666666667
divided,17,148.22463938180445,0.8823529411764706
greatness,6,148.22206144981902,1.0
birds,10,148.21240715841375,0.9
happened,19,148.19027260526838,0.9473684210526315
but,400,148.18605017691976,0.975
fled,36,148.15335805551302,0.9722222222222222
her,429,148.10158452239708,0.9463869463869464
undone,5,148.043421135419,1.0
Gilead,65,148.00884928464447,0.8923076923076924
captives,6,147.99638849644913,0.8333333333333334
yours,22,147.98823223058434,0.9090909090909091
Meeting,61,147.98171439282484,0.9508196721311475
pay,6,147.93325309012502,1.0
honor,20,147.92930806902922,0.95
hot,6,147.91798295812075,1.0
concerning,35,147.91604778181397,0.9142857142857143
Sidonians,7,147.85347556290077,1.0
higher,5,147.8392371495363,1.0
tribes,56,147.8377796144223,0.8928571428571429
peoples,26,147.83744779134562,0.8461538461538461
adultery,6,147.82857288382988,1.0
press,7,147.75901293039124,1.0
free,22,147.65033182665692,0.9090909090909091
business,7,147.60145332080978,0.8571428571428571
pursued,16,147.59949592976244,0.875
tower,11,147.58430322867721,1.0
made,165,147.57420292252263,0.9030303030303031
multiplied,5,147.57094534685444,1.0
indeed,20,147.45458339299634,0.95
journey,22,147.43316049118548,0.7272727272727273
donkey,38,147.41178062510602,0.9210526315789473
rebel,8,147.38981401458838,0.75
seen,55,147.34995706897604,0.9272727272727272
animals,14,147.3365492098796,0.7857142857142857
slaughter,13,147.32721825340585,0.8461538461538461
family,105,147.3142163129216,0.9523809523809523
always,12,147.302710781295,0.5833333333333334
except,20,147.26318680381496,0.95
adversaries,7,147.2605192539782,0.7142857142857143
servant,126,147.2504461034583,0.9126984126984127
mat,5,147.19808446226088,1.0
can,45,147.1747958256322,0.9555555555555556
sin,79,147.1514544081875,0.9873417721518988
According,15,147.0129620511902,0.8666666666666667
With,13,147.01022547999602,0.9230769230769231
Gather,5,146.96744915946866,1.0
tenth,19,146.9614255650177,1.0
returned,51,146.95038908942345,0.9215686274509803
Beth,68,146.8762735353551,0.9117647058823529
dismayed,6,146.8756942283796,0.6666666666666666
necks,5,146.8463641941573,0.8
called,124,146.84437307001383,0.8870967741935484
donkeys,23,146.84390492906041,1.0
wonders,8,146.81784896355867,0.875
spirit,37,146.816618091437,0.918918918918919
invited,16,146.80630311016176,0.9375
surely,48,146.76857240174016,0.9166666666666666
lifted,26,146.63050353614727,0.8461538461538461
any,130,146.58418170015187,0.9230769230769231
seek,34,146.56299322967192,1.0
eternal,17,146.52022319216283,0.8235294117647058
world,35,146.49474694253254,0.8857142857142857
evil,93,146.42753423353727,0.9247311827956989
uttermost,5,146.40659252618747,0.8
kindled,9,146.3502852262523,1.0
rebelled,7,146.27499302527312,1.0
nine,15,146.22515200561506,1.0
grieved,9,146.1663439116585,0.7777777777777778
pressed,5,146.09986412712635,0.8
sole,6,146.00563391406584,0.8333333333333334
reigned,5,145.95356765251933,0.8
milk,17,145.8666408158564,1.0
blessed,42,145.74092400768978,0.9047619047619048
led,15,145.68045316332964,0.9333333333333333
hundreds,6,145.65702192558726,0.8333333333333334
trumpet,6,145.65589568199175,1.0
number,54,145.62952156728454,0.9259259259259259
astray,8,145.60539333088485,0.875
desolation,6,145.599147865561,0.6666666666666666
lying,12,145.58797328799122,0.75
sister,9,145.58648504483054,0.7777777777777778
curse,35,145.5677177383726,0.9714285714285714
David's,17,145.51002823933905,0.8235294117647058
teraphim,8,145.45163434817505,0.875
burnt,85,145.4444613052283,0.9176470588235294
livestock,45,145.4353303624127,0.7111111111111111
Israel,797,145.41162699251797,0.8092848180677541
chooses,9,145.29068774903732,0.7777777777777778
home,14,145.26555498377735,1.0
cursed,14,145.22484711116226,0.8571428571428571
advanced,5,145.20758255845175,0.8
jealous,10,145.17573636457496,0.9
tribute,12,145.10394113652933,0.8333333333333334
else,12,145.0971370392275,0.9166666666666666
ourselves,9,145.0502411057341,0.8888888888888888
stars,7,145.02579646354596,1.0
false,5,145.00045675143875,1.0
saw,131,144.9113182985157,0.9770992366412213
arrows,9,144.9034439926051,0.7777777777777778
spread,15,144.88177948630957,0.6666666666666666
Hazeroth,6,144.86801651111486,1.0
added,5,144.82357109823576,1.0
cover,8,144.7869061124715,1.0
turned,72,144.72470008519358,0.9722222222222222
need,8,144.70677442078556,0.875
sword,87,144.70132681469934,0.9770114942528736
mina,5,144.69524618841072,0.8
strike,29,144.66644939909173,0.8620689655172413
tomorrow,16,144.5431876422204,0.875
lambs,45,144.5017447381496,0.9555555555555556
lawyers,5,144.46796061803394,0.8
assembled,12,144.42903025308925,0.9166666666666666
Midian,32,144.37008442930676,0.875
burned,41,144.34055711044638,0.8780487804878049
hates,9,144.31711665946284,0.7777777777777778
been,83,144.26549178453106,0.9397590361445783
Laish,5,144.26062701919795,1.0
water,116,144.24833477798643,0.9568965517241379
surface,9,144.07205249162323,0.6666666666666666
God's,98,144.0558936911433,0.8877551020408163
wife,97,144.01366689698852,0.9381443298969072
grass,6,143.97955262154147,1.0
Jews,45,143.9664989956837,0.8666666666666667
dressed,6,143.89290024599035,0.8333333333333334
armor,14,143.82849890594326,0.9285714285714286
Amorite,9,143.82643026395746,1.0
burden,7,143.8206269141127,1.0
determined,7,143.81855276109448,0.8571428571428571
still,33,143.81512278335953,0.9090909090909091
river,16,143.79201230893352,1.0
eastward,21,143.75766052377205,0.6666666666666666
fifth,11,143.75220569790616,1.0
marveled,7,143.73904176966718,1.0
skins,7,143.68800162080066,0.7142857142857143
Gentiles,6,143.65246421483528,0.8333333333333334
urged,5,143.65157024334334,1.0
devoted,23,143.64636726887557,0.782608695652174
remember,21,143.48439599720385,0.6666666666666666
latter,10,143.45918327985575,0.9
three,109,143.38315419997934,0.926605504587156
guilt,5,143.37356076840584,1.0
baptizing,5,143.33100730112227,1.0
get,23,143.32921925389178,0.8695652173913043
staff,7,143.3172252734194,0.8571428571428571
wilderness,116,143.30491463293902,0.853448275862069
boy,19,143.29664275868328,1.0
trembling,8,143.2906087121032,1.0
hasn't,6,143.2840681219239,0.8333333333333334
Gershonites,8,143.2758483872314,0.75
Bashan,34,143.26759236681093,0.9411764705882353
fields,11,143.2472072763215,0.8181818181818182
Zuar,5,143.24090912617675,1.0
terrified,5,143.21257905036003,0.6
sign,23,143.15465743239596,0.9130434782608695
city,220,143.15411564155943,0.9772727272727273
so,192,143.1399378720568,0.9739583333333334
satisfied,5,143.1073725340645,1.0
hungry,5,142.9969905091706,1.0
stretched,5,142.99351630324688,1.0
yield,6,142.99220456370844,1.0
severe,5,142.9819683850981,0.8
remembered,8,142.91266941147705,0.625
wasn't,7,142.8957870948036,1.0
razor,5,142.89310428838877,1.0
me,628,142.88116964702326,0.9792993630573248
cows,5,142.85888607569316,1.0
Amorites,51,142.79532862931808,0.7254901960784313
thirsty,7,142.70848818195333,0.8571428571428571
Gath,13,142.64593347647457,0.9230769230769231
better,12,142.61366321258146,1.0
seven,102,142.60077960230095,0.8627450980392157
adversary,5,142.5950395938893,1.0
onto,7,142.59173550183675,0.7142857142857143
vine,7,142.57885947605834,1.0
condemn,6,142.54797118545318,0.8333333333333334
army,53,142.50245594076412,0.9433962264150944
moon,11,142.4762309575323,0.9090909090909091
sunrise,13,142.38135183974507,1.0
followed,38,142.35816388102398,0.8157894736842105
sealskin,5,142.34626381092383,1.0
fellows,6,142.2735157748888,1.0
justice,6,142.25749124947464,1.0
desert,10,142.25567603967932,0.9
Philistines,128,142.16830198227805,0.7265625
vineyards,12,141.8281036198331,0.8333333333333334
souls,12,141.82593364465842,1.0
disciples,73,141.79015319900904,0.863013698630137
officers,19,141.78095787215136,0.8947368421052632
tax,12,141.74374461268746,1.0
cords,9,141.71548962111183,0.7777777777777778
Gadites,8,141.70408997004682,0.875
beg,5,141.69814202247335,1.0
lowland,9,141.64626004971782,1.0
struck,120,141.58385867646638,0.875
split,6,141.5707417895668,1.0
threw,12,141.569754600351,0.9166666666666666
abomination,14,141.51503134141342,0.7857142857142857
bed,7,141.49641896146346,1.0
be,974,141.48023738654058,0.9825462012320328
throw,9,141.38748725450714,1.0
duty,22,141.36312729212807,0.8636363636363636
wherever,7,141.2843245483427,1.0
messengers,36,141.13966299298409,0.75
required,5,141.0838324541312,1.0
fleece,8,141.0019720355983,0.625
cattle,28,140.98690154567618,0.75
alarm,6,140.89069317234714,1.0
isn't,18,140.8881424415814,0.8888888888888888
villages,47,140.8581105439779,0.9361702127659575
serves,5,140.84876246756076,1.0
husband's,8,140.84234185988328,0.875
inquired,7,140.76789178233707,1.0
captive,5,140.75111834303763,1.0
sun,21,140.75019069695975,0.9523809523809523
Armies,5,140.630740590778,1.0
arm,10,140.5660342258002,0.9
darkness,20,140.48273085115036,0.85
never,19,140.45759210740698,0.9473684210526315
olive,9,140.39774212351116,0.7777777777777778
trumpets,25,140.3591468912569,0.88
curses,7,140.33840266830083,1.0
forgotten,5,140.3339714630869,1.0
set,133,140.31701511409142,0.9097744360902256
resurrection,7,140.28793904644925,1.0
assembly,32,140.22614973074758,0.90625
distressed,6,140.1879465183788,0.8333333333333334
good,111,140.18396809412886,0.9819819819819819
Jonathan,73,140.12534504041668,0.8493150684931506
Jebusites,6,140.07052261750877,0.6666666666666666
not,669,139.97090937933402,0.9701046337817638
afflict,7,139.94092160759465,1.0
becomes,6,139.85199633889943,0.6666666666666666
edge,38,139.8348697101072,0.9473684210526315
between,62,139.80500704569832,0.9032258064516129
door,35,139.80404715241002,0.9714285714285714
kept,29,139.6962247386298,0.896551724137931
righteousness,8,139.6552558199536,0.75
cut,55,139.65131394430009,1.0
conceive,5,139.62738686472812,1.0
neighbor,17,139.56709775453987,0.8823529411764706
judgment,23,139.54401087280417,0.8260869565217391
pledge,11,139.4945222244804,0.8181818181818182
deny,7,139.48760391099995,0.8571428571428571
Word,17,139.44760735504784,0.8235294117647058
begin,12,139.3296104977835,0.8333333333333334
scattered,5,139.29937059901053,0.8
got,9,139.28697450119788,1.0
seed,17,139.05381411575826,0.9411764705882353
Levites,83,139.01887429466538,0.7469879518072289
weeks,5,138.9978026764027,1.0
pin,5,138.93707732736007,1.0
bosom,7,138.9302785343689,1.0
sees,9,138.90363936216605,0.8888888888888888
large,9,138.89268271679646,1.0
awesome,6,138.6330977368383,0.8333333333333334
hide,16,138.56132974277028,0.875
pillar,8,138.55349301981704,0.875
food,32,138.5458932957585,0.96875
Asher,27,138.53965351232657,1.0
slain,25,138.5090150900955,0.92
fellow,8,138.50844741530892,0.875
twenty,56,138.48715789782835,0.9107142857142857
thigh,9,138.48708400211052,0.7777777777777778
concubine,12,138.38840378215303,0.8333333333333334
Sisera,17,138.34902345765337,0.7647058823529411
rejoiced,9,138.28684494529892,1.0
fulfilled,9,138.22034396132597,1.0
redemption,9,138.1360951343287,0.8888888888888888
exceedingly,5,138.01965839088945,0.6
worship,15,138.011688604227,1.0
westward,15,137.99079083959634,0.8666666666666667
Hivite,7,137.92400617133302,1.0
ram,36,137.88327844641333,0.9722222222222222
did,142,137.87894017671175,0.9577464788732394
censers,5,137.86708136209393,0.8
Heber,5,137.85589509717806,1.0
desolate,5,137.74679814024606,0.8
devour,5,137.70632519578209,1.0
revealed,17,137.68583105231417,0.8235294117647058
no,280,137.6580626921558,0.925
beloved,6,137.61786077865455,0.8333333333333334
five,116,137.5455564050564,0.9051724137931034
very,73,137.54503883641482,0.9041095890410958
distress,10,137.53668089244792,0.9
valley,66,137.524640655825,0.9545454545454546
ambush,14,137.4577580728542,0.8571428571428571
upon,12,137.40333666820234,1.0
traveled,67,137.3219642190457,0.8208955223880597
towns,17,137.2557990575102,0.8823529411764706
meet,27,137.24904869253123,1.0
street,5,137.21198584810824,1.0
Sabbath,31,137.16630418293545,0.9032258064516129
subdued,8,137.1607606152476,0.875
commit,8,137.01438304938532,1.0
ran,18,137.0080404913777,0.9444444444444444
foreigners,5,136.97548093232817,1.0
kinsman,15,136.8424739490213,0.8
service,47,136.71078410470224,0.7872340425531915
unless,18,136.65681136455356,0.9444444444444444
virgin,6,136.64624140697242,1.0
bless,33,136.6155056777404,0.9696969696969697
killed,50,136.55986458771918,0.94
strongholds,5,136.53448783586322,0.8
impurity,6,136.4718657927781,0.8333333333333334
built,28,136.46211558752913,0.9642857142857143
bondage,11,136.46110858405353,0.9090909090909091
foot,16,136.4536975950909,0.875
all,1091,136.44938239598295,0.9743354720439963
stranger,16,136.4292639673307,0.5625
sat,35,136.42740584045723,0.8857142857142857
altars,9,136.39866602104632,1.0
matter,13,136.39553948698227,1.0
room,14,136.35279598510158,1.0
risen,9,136.34811127187564,0.7777777777777778
rebellion,5,136.28379333319873,0.8
now,98,136.27959045445562,0.9489795918367347
Immediately,7,136.2762253013537,1.0
forty,51,136.21197671047622,0.9607843137254902
Hebrews,7,136.11421149037287,0.8571428571428571
forget,10,135.7973012658893,0.9
Lebanon,11,135.76148129998728,0.7272727272727273
possessed,13,135.7421532551534,0.7692307692307693
purify,7,135.666802333469,1.0
hill,69,135.65253958510672,0.9710144927536232
guilty,6,135.6171169434425,0.6666666666666666
armed,20,135.59958295940234,0.85
Kiriath,25,135.5834810897361,0.84
Kadesh,22,135.5705059744579,0.8636363636363636
we,254,135.569291869128,0.905511811023622
Elishama,5,135.47343732801224,0.8
James,7,135.4246510783865,0.8571428571428571
serve,63,135.40185238760859,0.9047619047619048
rulers,10,135.34838548105176,0.8
new,33,135.2965361831795,0.9696969696969697
return,42,135.29356077881692,0.8809523809523809
idols,6,135.24304566508164,0.8333333333333334
tribe,175,135.17684510761202,0.9142857142857143
carry,15,135.06313188442107,0.8666666666666667
prophesied,10,135.00476621566295,0.6
lady,14,134.98211389447494,0.7142857142857143
Please,40,134.95722300782128,0.9
sinned,24,134.9428665262618,0.9166666666666666
kindness,15,134.92571917516534,0.8666666666666667
Pilate,11,134.86944637590813,1.0
Sabbaths,5,134.86517696839942,0.8
feet,44,134.75079173363468,1.0
Moses,363,134.72050547133654,0.8677685950413223
anxious,8,134.71818151524633,1.0
sow,6,134.7056357507339,1.0
proclaim,5,134.64146870280098,1.0
Gibeon,13,134.63722001068123,1.0
Almighty,6,134.63397046722764,1.0
Gideon,39,134.6168803584997,0.8974358974358975
worse,5,134.60058286539066,1.0
wives,18,134.57042297454842,0.7222222222222222
ephod,13,134.55937858684842,1.0
eighty,6,134.51495394520725,1.0
Behold,147,134.5093937997895,0.8775510204081632
Eliab,13,134.3793120361534,0.9230769230769231
Haven't,5,134.2846226522172,1.0
collector,5,134.27234459654517,0.8
property,6,134.25958190487685,1.0
disciple,5,134.23173515071917,0.6
Dathan,9,134.2271369239838,0.8888888888888888
Abiathar,5,134.1929510120245,1.0
bowed,17,134.1596074489886,0.9411764705882353
hin,11,134.11292680973287,1.0
left,82,134.09102392288256,0.975609756097561
valleys,5,133.98731905730352,0.8
served,28,133.97837705942618,0.9285714285714286
gifts,7,133.85047206830657,0.8571428571428571
begged,12,133.80030883295555,1.0
pursuers,5,133.79859937953688,1.0
fallen,11,133.64492399873038,1.0
possess,62,133.61017665602682,0.7419354838709677
