Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Book,Chapter,Verse_Order,Verse,Verse #,Last 10 Avg,Last 100 Avg,Last 1000 Avg,cumulative_avg,Local_Start_Year,Local_Start_Month,Local_Start_Hour,Count,Local_Start_Date,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,Mistake_Free_Test,WPM_Rank,WPM_Percentile,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Min Character Time (ms),Median Character Time (ms),Max Character Time (ms),Backspace % Last 10 Avg,Backspace % Last 100 Avg,Backspace % Last 1000 Avg,Session,Test_#_Within_Session,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg
9440,1710172317.3352702,2024-03-11 11:51:57.335270,2024-03-11 15:51:57.335270+00:00,68,5.4652555,12.44223623213956,149.3068347856747,JHN,7,30620,"The Jews therefore sought him at the feast, and said, ""Where is he?""",11.0,140.9632243929142,144.28466193526504,129.66327061121385,133.177,2024,3,11,1,2024-03-11,51,6,4,2,2024-03-11 11:52:02.800525500,2024,3,2024-03-11,11,52,4,6,2,1.0,2240,77.0688242523556,0.0,0.0,,,,,,,203,105,7.410369751361327,5.539935018421181,7.273495122402465,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,11.264482799606862,9.508187418792025,
9441,1710172326.831213,2024-03-11 11:52:06.831213,2024-03-11 15:52:06.831213+00:00,150,14.1021835,10.63665070022667,127.63980840272004,JHN,7,30621,"There was much murmuring among the multitudes concerning him. Some said, ""He is a good man."" Others said, ""Not so, but he leads the multitude astray.""",12.0,139.08003429878187,144.11734697720465,129.64304954695112,133.176,2024,3,11,1,2024-03-11,52,6,4,2,2024-03-11 11:52:20.933396500,2024,3,2024-03-11,11,52,4,6,2,0.0,6017,38.38590741499385,3.333333333333333,4.666666666666667,,,,,,,203,106,7.706096247087823,5.574553492316763,7.275352800305086,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,96.15384615384616,8.0,11.72260245772652,9.552042840478771,
9442,1710172342.5806258,2024-03-11 11:52:22.580625,2024-03-11 15:52:22.580625+00:00,52,5.3629802,9.696101432557963,116.35321719069556,JHN,7,30622,Yet no one spoke openly of him for fear of the Jews.,13.0,133.34099838344645,143.60410540406875,129.63612611033398,133.174,2024,3,11,1,2024-03-11,52,6,4,2,2024-03-11 11:52:27.943605200,2024,3,2024-03-11,11,52,4,6,2,0.0,7738,20.759934453092995,7.6923076923076925,13.461538461538462,,,,,,,203,107,9.052250093241668,5.709168876932148,7.28296638555025,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,91.66666666666666,21.15384615384616,13.837987073111131,9.763581302017236,
9443,1710172348.6669836,2024-03-11 11:52:28.666983,2024-03-11 15:52:28.666983+00:00,86,5.990302,14.356538284714194,172.27845941657034,JHN,7,30623,"But when it was now the middle of the feast, Jesus went up into the temple and taught.",14.0,135.99267013578543,143.9248336513855,129.67247313252656,133.178,2024,3,11,1,2024-03-11,52,6,4,2,2024-03-11 11:52:34.657285000,2024,3,2024-03-11,11,52,4,6,2,0.0,259,97.3576403113478,1.162790697674419,1.162790697674419,,,,,,,203,108,8.860836855316801,5.689217836540471,7.277372419491168,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,94.44444444444444,2.3255813953488342,13.685929828030634,9.702626589654932,
9444,1710172355.4821725,2024-03-11 11:52:35.482172,2024-03-11 15:52:35.482172+00:00,98,8.4815712,11.554462927812244,138.65355513374692,JHN,7,30624,"The Jews therefore marveled, saying, ""How does this man know letters, having never been educated?""",15.0,136.63207953203792,143.88590889783285,129.7114359024697,133.179,2024,3,11,1,2024-03-11,52,6,4,2,2024-03-11 11:52:43.963743200,2024,3,2024-03-11,11,52,4,6,2,0.0,4028,58.756657107742726,4.081632653061225,4.081632653061225,,,,,,,203,109,8.301258185139053,5.663367496404416,7.267168337858514,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,93.33333333333331,8.16326530612244,13.29257893928804,9.67759257604949,
9445,1710172364.991616,2024-03-11 11:52:44.991616,2024-03-11 15:52:44.991616+00:00,77,7.593318,10.140494576942515,121.6859349233102,JHN,7,30625,"Jesus therefore answered them, ""My teaching is not mine, but his who sent me.",16.0,132.4598070683515,143.36832138039267,129.70297306827894,133.178,2024,3,11,1,2024-03-11,52,6,4,2,2024-03-11 11:52:52.584934000,2024,3,2024-03-11,11,52,4,6,2,0.0,7019,28.12371978697255,5.194805194805195,5.194805194805195,,,,,,,203,110,8.820738704619574,5.715315548352469,7.263272233962411,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,92.85714285714286,10.389610389610397,14.33153997824908,9.781488679945594,
9446,1710172373.8971035,2024-03-11 11:52:53.897103,2024-03-11 15:52:53.897103+00:00,122,9.3092265,13.105277865996708,157.26333439196048,JHN,7,30626,"If anyone desires to do his will, he will know about the teaching, whether it is from God or if I am speaking from myself.",17.0,138.36678359893745,143.41621647688396,129.7528374234263,133.18,2024,3,11,1,2024-03-11,52,6,4,2,2024-03-11 11:53:03.206329500,2024,3,2024-03-11,11,53,4,6,2,1.0,1239,87.32077017615731,0.0,0.0,,,,,,,203,111,6.29442291514589,5.671197901293645,7.252248611915166,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,10.121013662459609,9.693253385827946,
9447,1710172445.700942,2024-03-11 11:54:05.700942,2024-03-11 15:54:05.701941+00:00,137,12.2499631,11.18370715745258,134.20448588943097,JHN,7,30627,"He who speaks from himself seeks his own glory, but he who seeks the glory of him who sent him is true, and no unrighteousness is in him.",18.0,137.28758038701034,143.66582946767386,129.74073113930072,133.18,2024,3,11,1,2024-03-11,54,6,4,2,2024-03-11 11:54:17.950905100,2024,3,2024-03-11,11,54,4,6,2,0.0,4833,50.51208521097911,4.37956204379562,7.299270072992701,,,,,,,203,112,6.317279215374453,5.610857268690239,7.253833596273874,v2,home,cherry red,dvorak,yes,,,,0.0,89.28571428571429,15.328467153284675,10.542749266676962,9.613204724027462,
9448,1710172458.878682,2024-03-11 11:54:18.878681,2024-03-11 15:54:18.878681+00:00,94,8.585668,10.948478324575326,131.38173989490392,JHN,7,30628,"Didn't Moses give you the law, and yet none of you keeps the law? Why do you seek to kill me?""",19.0,138.9028242168757,143.7056784212288,129.74925621858011,133.18,2024,3,11,1,2024-03-11,54,6,4,2,2024-03-11 11:54:27.464349000,2024,3,2024-03-11,11,54,4,6,2,0.0,5333,45.39123310118804,1.0638297872340423,1.0638297872340423,,,,,,,203,113,4.060025830461493,5.583034028101041,7.2443974260611075,v2,home,cherry red,dvorak,yes,,,,0.0,95.23809523809524,2.127659574468084,7.482787951396498,9.557558242849064,
9449,1710172469.2027073,2024-03-11 11:54:29.202707,2024-03-11 15:54:29.202707+00:00,66,9.1837464,7.186609595404333,86.23931514485199,JHN,7,30629,"The multitude answered, ""You have a demon! Who seeks to kill you?""",20.0,133.5006685173865,142.7462029272508,129.68642910626926,133.175,2024,3,11,1,2024-03-11,54,6,4,2,2024-03-11 11:54:38.386453400,2024,3,2024-03-11,11,54,4,6,2,0.0,9611,1.5772224498156493,15.151515151515152,24.24242424242424,,,,,,,203,114,6.117295777639695,5.825458270525283,7.263185304848987,v2,home,cherry red,dvorak,yes,,,,0.0,75.0,42.42424242424244,10.991267239692302,9.981800667091488,
9450,1710172479.2573955,2024-03-11 11:54:39.257395,2024-03-11 15:54:39.257395+00:00,70,6.371201,10.98693951109061,131.8432741330873,JHN,7,30630,"Jesus answered them, ""I did one work and you all marvel because of it.",21.0,131.75431245212775,142.4155295708817,129.67273859692085,133.175,2024,3,11,1,2024-03-11,54,6,4,2,2024-03-11 11:54:45.628596000,2024,3,2024-03-11,11,54,4,6,2,0.0,5249,46.251536255632935,4.285714285714286,4.285714285714286,,,,,,,203,115,6.545867206211125,5.868315413382427,7.26655358794204,v2,home,cherry red,dvorak,yes,,,,0.0,85.71428571428571,8.571428571428555,11.848410096835158,10.067514952805771,
9451,1710172490.0278616,2024-03-11 11:54:50.027861,2024-03-11 15:54:50.028845+00:00,120,9.7371983,12.323873490385834,147.88648188463,JHN,7,30631,"Moses has given you circumcision (not that it is of Moses, but of the fathers), and on the Sabbath you circumcise a boy.",22.0,133.77897980031875,142.48498237583718,129.65504866180538,133.177,2024,3,11,1,2024-03-11,54,6,4,2,2024-03-11 11:54:59.765059300,2024,3,2024-03-11,11,54,4,6,2,0.0,2440,75.02048340843916,1.6666666666666667,1.6666666666666667,,,,,,,203,116,6.245867206211125,5.805774159257013,7.263269759559202,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,3.3333333333333144,11.38174343016849,9.94243244455495,
9452,1710172505.1220813,2024-03-11 11:55:05.122081,2024-03-11 15:55:05.122081+00:00,165,12.7693947,12.92152086112586,155.05825033351033,JHN,7,30632,"If a boy receives circumcision on the Sabbath, that the law of Moses may not be broken, are you angry with me because I made a man completely healthy on the Sabbath?",23.0,137.64948311460026,142.27616140180177,129.65634262990295,133.179,2024,3,11,1,2024-03-11,55,6,4,2,2024-03-11 11:55:17.891475700,2024,3,2024-03-11,11,55,4,6,2,0.0,1503,84.61696026218762,1.2121212121212122,1.2121212121212122,,,,,,,203,117,5.0209254812694,5.817895371378225,7.259830717980626,v2,home,cherry red,dvorak,yes,,,,0.0,96.875,2.424242424242422,9.508783057208117,9.966674868797371,
9453,1710172519.3628151,2024-03-11 11:55:19.362815,2024-03-11 15:55:19.362815+00:00,67,6.6783458,10.032424496497322,120.38909395796787,JHN,7,30633,"Don't judge according to appearance, but judge righteous judgment.""",24.0,132.46054656874,141.97389381420956,129.63165912275772,133.178,2024,3,11,1,2024-03-11,55,6,4,2,2024-03-11 11:55:26.041160800,2024,3,2024-03-11,11,55,4,6,2,0.0,7203,26.23924621056944,5.970149253731344,8.955223880597014,,,,,,,203,118,5.800168799561659,5.848624080772432,7.267315353625928,v2,home,cherry red,dvorak,yes,,,,0.0,88.88888888888889,14.925373134328352,10.768762231106068,10.019671915648678,
9454,1710172526.7682984,2024-03-11 11:55:26.768298,2024-03-11 15:55:26.768298+00:00,80,7.3710587,10.853257755225854,130.23909306271025,JHN,7,30634,"Therefore some of them of Jerusalem said, ""Isn't this he whom they seek to kill?",25.0,131.61910036163633,141.6586559780497,129.60425568176282,133.177,2024,3,11,1,2024-03-11,55,6,4,2,2024-03-11 11:55:34.139356700,2024,3,2024-03-11,11,55,4,6,2,0.0,5532,43.35313396149119,5.0,5.0,,,,,,,203,119,5.892005534255537,5.898624080772431,7.267746825707147,v2,home,cherry red,dvorak,yes,,,,0.0,93.33333333333331,10.0,10.952435700493824,10.119671915648675,
9455,1710172535.3956432,2024-03-11 11:55:35.395643,2024-03-11 15:55:35.395643+00:00,123,11.274538,10.909537934059914,130.91445520871898,JHN,7,30635,"Behold, he speaks openly, and they say nothing to him. Can it be that the rulers indeed know that this is truly the Christ?",26.0,132.5419523901772,141.31685323620977,129.59147834580517,133.177,2024,3,11,1,2024-03-11,55,6,4,2,2024-03-11 11:55:46.670181000,2024,3,2024-03-11,11,55,4,6,2,0.0,5422,44.47972142564523,4.878048780487805,4.878048780487805,,,,,,,203,120,5.860329892823797,5.93520944662609,7.2667915411543005,v2,home,cherry red,dvorak,yes,,,,0.0,91.66666666666666,9.756097560975604,10.889084417630343,10.192842647355995,
9456,1710172548.0251975,2024-03-11 11:55:48.025197,2024-03-11 15:55:48.025197+00:00,109,8.9599882,12.16519459255538,145.98233511066454,JHN,7,30636,"However, we know where this man comes from, but when the Christ comes, no one will know where he comes from.""",27.0,131.4138524620476,141.31223322779792,129.59924671379298,133.178,2024,3,11,1,2024-03-11,55,6,4,2,2024-03-11 11:55:56.985185200,2024,3,2024-03-11,11,55,4,6,2,0.0,2748,71.86603850880786,0.9174311926605504,5.504587155963303,,,,,,,203,121,6.410788608420129,5.9257391891534645,7.266740572754708,v2,home,cherry red,dvorak,yes,,,,0.0,95.23809523809524,7.339449541284395,11.623029371758784,10.169462949220453,
9645,1710600055.9659743,2024-03-16 10:40:55.965974,2024-03-16 14:40:55.965974+00:00,147,13.9902758,10.507298219238823,126.08757863086588,JHN,7,30640,"But of the multitude, many believed in him. They said, ""When the Christ comes, he won't do more signs than those which this man has done, will he?""",31.0,134.43165675281898,135.80524872252363,131.17124757225423,133.242,2024,3,10,1,2024-03-16,40,5,3,2,2024-03-16 10:41:09.956249800,2024,3,2024-03-16,10,41,3,5,2,0.0,6283,35.66161409258501,8.16326530612245,10.20408163265306,,,,,,,208,1,5.178654073632473,5.38057041755963,6.96645850551051,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,92.85714285714286,19.047619047619047,9.78624043396876,9.668275591352256,
9646,1710600080.279362,2024-03-16 10:41:20.279362,2024-03-16 14:41:20.279362+00:00,141,14.6716594,9.610364864386096,115.32437837263316,JHN,7,30641,"The Pharisees heard the multitude murmuring these things concerning him, and the chief priests and the Pharisees sent officers to arrest him.",32.0,135.037053780149,135.69833038346223,131.1402131882573,133.24,2024,3,10,1,2024-03-16,41,5,3,2,2024-03-16 10:41:34.951021400,2024,3,2024-03-16,10,41,3,5,2,0.0,7869,19.418271200327737,7.801418439716312,13.47517730496454,,,,,,,208,2,5.481395684725942,5.461058624717804,6.976393859806624,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,86.36363636363636,26.24113475177305,10.121796695215718,9.829911745071536,
9647,1710600095.992299,2024-03-16 10:41:35.992299,2024-03-16 14:41:35.992299+00:00,89,6.3979908,13.910617064344638,166.92740477213567,JHN,7,30642,"Then Jesus said, ""I will be with you a little while longer, then I go to him who sent me.",33.0,137.39784804320445,135.93743318406754,131.20764836039032,133.244,2024,3,10,1,2024-03-16,41,5,3,2,2024-03-16 10:41:42.390289800,2024,3,2024-03-16,10,41,3,5,2,1.0,491,94.98156493240477,0.0,0.0,,,,,,,208,3,5.241011069341327,5.420032983692163,6.96806052647329,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,9.785258233677256,9.75298866814846,
9648,1710600103.5440264,2024-03-16 10:41:43.544026,2024-03-16 14:41:43.544026+00:00,63,4.80101,13.122238862239405,157.46686634687285,JHN,7,30643,"You will seek me and won't find me. You can't come where I am.""",34.0,140.08212434866158,136.01688536041055,131.24015559151152,133.246,2024,3,10,1,2024-03-16,41,5,3,2,2024-03-16 10:41:48.345036000,2024,3,2024-03-16,10,41,3,5,2,1.0,1220,87.51536255632936,0.0,0.0,,,,,,,208,4,4.997108630316936,5.380926838440766,6.961108654815536,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,9.297453355628477,9.70270933853952,
9649,1710600109.4450085,2024-03-16 10:41:49.445008,2024-03-16 14:41:49.445008+00:00,157,12.4840634,12.576033537285625,150.9124024474275,JHN,7,30644,"The Jews therefore said among themselves, ""Where will this man go that we won't find him? Will he go to the Dispersion among the Greeks and teach the Greeks?",35.0,141.84599782834883,136.2430444426396,131.24751200507697,133.248,2024,3,10,1,2024-03-16,41,5,3,2,2024-03-16 10:42:01.929071400,2024,3,2024-03-16,10,42,3,5,2,0.0,2019,79.33224088488325,1.2738853503184713,1.2738853503184713,,,,,,,208,5,4.36113838672283,5.303665691943951,6.962382540165855,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,96.55172413793105,2.547770700636943,8.40719225775324,9.56818704554589,
9650,1710600123.5909655,2024-03-16 10:42:03.590965,2024-03-16 14:42:03.590965+00:00,105,10.1585662,10.336104321493718,124.0332518579246,JHN,7,30645,"What is this word that he said, 'You will seek me, and won't find me;' and 'Where I am, you can't come'?""",36.0,139.73613151993874,135.88722327715752,131.21761693515447,133.247,2024,3,10,1,2024-03-16,42,5,3,2,2024-03-16 10:42:13.749531200,2024,3,2024-03-16,10,42,3,5,2,0.0,6648,31.923392052437528,2.857142857142857,1.9047619047619049,,,,,,,208,6,4.430402455986899,5.3227133109915705,6.964287302070617,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,95.45454545454544,5.714285714285714,8.736196586757568,9.625329902688748,
9651,1710600140.37838,2024-03-16 10:42:20.378380,2024-03-16 14:42:20.378380+00:00,126,11.1930853,11.256949859928254,135.08339831913904,JHN,7,30646,"Now on the last and greatest day of the feast, Jesus stood and cried out, ""If anyone is thirsty, let him come to me and drink!",37.0,138.02886161171233,135.80102176769145,131.22377641379015,133.247,2024,3,10,1,2024-03-16,42,5,3,2,2024-03-16 10:42:31.571465300,2024,3,2024-03-16,10,42,3,5,2,0.0,4674,52.14051618189267,2.380952380952381,9.523809523809524,,,,,,,208,7,5.191395848559239,5.378625563533036,6.968760606543922,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,92.3076923076923,12.698412698412698,9.623262736981612,9.684898299335796,
9652,1710600156.0049615,2024-03-16 10:42:36.004961,2024-03-16 14:42:36.004961+00:00,100,10.2041027,9.799979766961773,117.59975720354127,JHN,7,30647,"He who believes in me, as the Scripture has said, from within him will flow rivers of living water.""",38.0,133.86515441333148,135.40167426038724,131.24299250970077,133.246,2024,3,10,1,2024-03-16,42,5,3,2,2024-03-16 10:42:46.209063700,2024,3,2024-03-16,10,42,3,5,2,0.0,7587,22.3064317902499,6.0,15.0,,,,,,,208,8,6.524729181892572,5.500054134961607,6.96645291423623,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,84.21052631578947,22.0,11.48992940364828,9.847755442192938,
9653,1710600182.4335265,2024-03-16 10:43:02.433526,2024-03-16 14:43:02.433526+00:00,155,11.2858838,13.733970927469588,164.80765112963505,JHN,7,30648,"But he said this about the Spirit, which those believing in him were to receive. For the Holy Spirit was not yet given, because Jesus wasn't yet glorified.",39.0,136.92698763075114,135.65579221725795,131.2997097744483,133.249,2024,3,10,1,2024-03-16,43,5,3,2,2024-03-16 10:43:13.719409800,2024,3,2024-03-16,10,43,3,5,2,1.0,622,93.6399016796395,0.0,0.0,,,,,,,208,9,6.327360760839941,5.4672672497157055,6.954107235223884,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,11.095192561543016,9.79311063344977,
9654,1710600195.1312325,2024-03-16 10:43:15.131232,2024-03-16 14:43:15.131232+00:00,96,8.0919243,11.863679940752782,142.36415928903338,JHN,7,30649,"Many of the multitude therefore, when they heard these words, said, ""This is truly the prophet.""",40.0,140.06068483692084,135.6202628839928,131.30751199955648,133.25,2024,3,10,1,2024-03-16,43,5,3,2,2024-03-16 10:43:23.223156300,2024,3,2024-03-16,10,43,3,5,2,0.0,3369,65.50594018844735,5.208333333333333,5.208333333333333,,,,,,,208,10,5.6590049049840845,5.4860172497157045,6.954895679054454,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,93.75,10.416666666666668,9.866588957939411,9.850610633449769,
9655,1710600268.2429636,2024-03-16 10:44:28.242963,2024-03-16 14:44:28.242963+00:00,93,8.7292141,10.65388005547945,127.8465606657534,JHN,7,30650,"Others said, ""This is the Christ."" But some said, ""What, does the Christ come out of Galilee?",41.0,140.23658304040958,135.46029881856964,131.3032539246572,133.249,2024,3,10,1,2024-03-16,44,5,3,2,2024-03-16 10:44:36.972177100,2024,3,2024-03-16,10,44,3,5,2,0.0,5968,38.88775092175338,3.225806451612903,9.67741935483871,,,,,,,208,11,5.60633867720265,5.556124776597426,6.958323098409293,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,94.11764705882352,16.129032258064516,9.574730278983958,9.958567622697082,
9656,1710600282.649273,2024-03-16 10:44:42.649272,2024-03-16 14:44:42.649272+00:00,124,8.7583963,14.157843028865914,169.89411634639097,JHN,7,30651,"Hasn't the Scripture said that the Christ comes of the offspring of David, and from Bethlehem, the village where David was?""",42.0,145.69355683778537,135.58559070422055,131.3456428775711,133.253,2024,3,10,1,2024-03-16,44,5,3,2,2024-03-16 10:44:51.407668300,2024,3,2024-03-16,10,44,3,5,2,1.0,363,96.29250307251128,0.0,0.0,,,,,,,208,12,4.258820946706196,5.5361247765974255,6.950393582990792,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,6.950616803806653,9.91856762269708,
9657,1710600292.6208117,2024-03-16 10:44:52.620811,2024-03-16 14:44:52.620811+00:00,52,5.7827361,8.992283082051765,107.9073969846212,JHN,7,30652,So a division arose in the multitude because of him.,43.0,139.79155605903392,135.25431925312975,131.33955573401374,133.25,2024,3,10,1,2024-03-16,44,5,3,2,2024-03-16 10:44:58.403547100,2024,3,2024-03-16,10,44,3,5,2,0.0,8641,11.511675542810323,7.6923076923076925,21.15384615384616,,,,,,,208,13,6.374205562090811,5.694602013646093,6.950409217762523,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,80.0,50.0,11.950616803806652,10.32060843902361,
9658,1710600299.1473925,2024-03-16 10:44:59.147392,2024-03-16 14:44:59.147392+00:00,67,4.7151556,14.209499258094471,170.51399109713367,JHN,7,30653,"Some of them would have arrested him, but no one laid hands on him.",44.0,141.09626853406002,135.6369085228607,131.3492817162048,133.254,2024,3,10,1,2024-03-16,44,5,3,2,2024-03-16 10:45:03.862547600,2024,3,2024-03-16,10,45,4,5,2,1.0,331,96.6202376075379,0.0,0.0,,,,,,,208,14,6.374205562090811,5.607010772770179,6.949388809599258,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,11.950616803806652,10.167323767490764,
9659,1710600304.6218605,2024-03-16 10:45:04.621860,2024-03-16 14:45:04.621860+00:00,114,8.9335161,12.760932954494814,153.13119545393778,JHN,7,30654,"The officers therefore came to the chief priests and Pharisees; and they said to them, ""Why didn't you bring him?""",45.0,141.31814783471106,135.8576855713619,131.388509258894,133.256,2024,3,10,1,2024-03-16,45,5,4,2,2024-03-16 10:45:13.555376100,2024,3,2024-03-16,10,45,4,5,2,0.0,1738,82.21015977058582,0.8771929824561403,0.8771929824561403,,,,,,,208,15,6.334536325304578,5.550917837729876,6.942408859724571,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,1.7543859649122806,11.871278330234189,10.071354113626374,
9660,1710600315.276342,2024-03-16 10:45:15.276342,2024-03-16 14:45:15.276342+00:00,57,5.1071631,11.160794923506554,133.92953908207863,JHN,7,30655,"The officers answered, ""No man ever spoke like this man!""",46.0,142.30777655712646,135.70319854634542,131.41547378458375,133.256,2024,3,10,1,2024-03-16,45,5,4,2,2024-03-16 10:45:20.383505100,2024,3,2024-03-16,10,45,4,5,2,1.0,4881,50.02048340843916,0.0,0.0,,,,,,,208,16,6.144060134828387,5.486878428862881,6.9273145201019295,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,11.299849758805616,9.953127512641151,
9661,1710600321.1874957,2024-03-16 10:45:21.187495,2024-03-16 14:45:21.187495+00:00,76,6.0474595,12.56726068194421,150.80712818333052,JHN,7,30656,"The Pharisees therefore answered them, ""You aren't also led astray, are you?",47.0,143.88014954354557,135.64269320825892,131.4296533173231,133.258,2024,3,10,1,2024-03-16,45,5,4,2,2024-03-16 10:45:27.234954500,2024,3,2024-03-16,10,45,4,5,2,1.0,2035,79.16837361736992,0.0,0.0,,,,,,,208,17,5.191679182447435,5.486878428862881,6.92481452010193,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,10.030008488964343,9.953127512641151,
9662,1710600328.0105302,2024-03-16 10:45:28.010530,2024-03-16 14:45:28.010530+00:00,63,5.8995693,10.678745650127375,128.1449478015285,JHN,7,30657,Have any of the rulers or any of the Pharisees believed in him?,48.0,144.9346686033443,135.71189382814117,131.41365334457586,133.258,2024,3,10,1,2024-03-16,45,5,4,2,2024-03-16 10:45:33.910099300,2024,3,2024-03-16,10,45,4,5,2,0.0,5919,39.3895944285129,3.1746031746031744,6.349206349206349,,,,,,,208,18,4.32659981736807,5.493459923249253,6.929889841100818,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,84.61538461538461,11.11111111111111,8.941119600075456,9.950417485540882,
9663,1710600334.934465,2024-03-16 10:45:34.934465,2024-03-16 14:45:34.934465+00:00,56,3.7041099,15.11834192608594,181.42010311303127,JHN,7,30658,"But this multitude that doesn't know the law is cursed.""",49.0,146.5959138016839,136.0340843460298,131.46759043163414,133.263,2024,3,10,1,2024-03-16,45,5,4,2,2024-03-16 10:45:38.638574900,2024,3,2024-03-16,10,45,4,5,2,1.0,57,99.4264645637034,0.0,0.0,,,,,,,208,19,4.32659981736807,5.478075307864637,6.929889841100818,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,8.941119600075456,9.919648254771651,
9664,1710600339.5869713,2024-03-16 10:45:39.586971,2024-03-16 14:45:39.587969+00:00,72,6.8916801,10.44737987765857,125.36855853190283,JHN,7,30659,"Nicodemus (he who came to him by night, being one of them) said to them,",50.0,144.89635372597087,136.0579428503374,131.4805287704189,133.262,2024,3,10,1,2024-03-16,45,5,4,2,2024-03-16 10:45:46.478651100,2024,3,2024-03-16,10,45,4,5,2,0.0,6426,34.19705038918476,4.166666666666667,6.944444444444445,,,,,,,208,20,4.500210928479182,5.495795614378047,6.9284309242007245,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,86.66666666666667,12.5,9.14945293340879,9.958441358219927,
9665,1710600386.2271478,2024-03-16 10:46:26.227147,2024-03-16 14:46:26.227147+00:00,92,8.3848541,10.97216467964541,131.66597615574491,JHN,7,30660,"""Does our law judge a man unless it first hears from him personally and knows what he does?""",51.0,145.27829527497002,136.45985047496703,131.49551448579447,133.262,2024,3,10,1,2024-03-16,46,5,4,2,2024-03-16 10:46:34.612001100,2024,3,2024-03-16,10,46,4,5,2,0.0,5282,45.913560016386725,8.695652173913043,8.695652173913043,,,,,,,208,21,4.402034210386614,5.360529913894956,6.925713532896377,v2,home,cherry red,dvorak,yes,,,,0.0,94.44444444444444,17.391304347826086,9.275680142384948,9.69584646519025,
9666,1710600396.0949647,2024-03-16 10:46:36.094964,2024-03-16 14:46:36.094964+00:00,105,8.1040851,12.956428604136942,155.4771432496433,JHN,7,30661,"They answered him, ""Are you also from Galilee? Search and see that no prophet has arisen out of Galilee.""",52.0,143.83659796529528,136.5841908378912,131.54087247297213,133.264,2024,3,10,1,2024-03-16,46,5,4,2,2024-03-16 10:46:44.199049100,2024,3,2024-03-16,10,46,4,5,2,1.0,1447,85.19049569848423,0.0,0.0,,,,,,,208,22,4.402034210386614,5.313192635788447,6.913499792438362,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,9.275680142384948,9.618923388267174,
9667,1710600405.2548058,2024-03-16 10:46:45.254805,2024-03-16 14:46:45.254805+00:00,31,2.120665,14.618056128620031,175.4166735434404,JHN,7,30662,"Everyone went to his own house,",53.0,150.58752562117718,137.20392742136107,131.62162721469412,133.268,2024,3,10,1,2024-03-16,46,5,4,2,2024-03-16 10:46:47.375470000,2024,3,2024-03-16,10,46,4,5,2,1.0,159,98.38181073330604,0.0,0.0,,,,,,,208,23,2.2866495950019994,5.202081524677336,6.904749792438362,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,4.275680142384948,9.42962297674454,
