Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Book,Chapter,Verse_Order,Verse,Verse #,Last 10 Avg,Last 100 Avg,Last 1000 Avg,cumulative_avg,Local_Start_Year,Local_Start_Month,Local_Start_Hour,Count,Local_Start_Date,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,Mistake_Free_Test,WPM_Rank,WPM_Percentile,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Min Character Time (ms),Median Character Time (ms),Max Character Time (ms),Backspace % Last 10 Avg,Backspace % Last 100 Avg,Backspace % Last 1000 Avg,Session,Test_#_Within_Session,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg
9668,1710600408.5454583,2024-03-16 10:46:48.545458,2024-03-16 14:46:48.545458+00:00,38,3.9804856,9.546573915504178,114.55888698605014,JHN,8,30663,but Jesus went to the Mount of Olives.,1.0,144.9920152100688,137.03114066183454,131.60388678218726,133.266,2024,3,10,1,2024-03-16,46,5,4,2,2024-03-16 10:46:52.525943600,2024,3,2024-03-16,10,46,4,5,2,0.0,7966,18.424825891028267,5.2631578947368425,15.789473684210526,,,,,,,208,24,3.865596963423052,5.290531817074997,6.918266538849845,v2,home,cherry red,dvorak,yes,,,,0.0,75.0,23.684210526315788,6.644101195016527,9.555353970896588,
9669,1710600413.4394467,2024-03-16 10:46:53.439446,2024-03-16 14:46:53.439446+00:00,122,11.2892809,10.8067113468671,129.6805361624052,JHN,8,30664,"Now very early in the morning, he came again into the temple, and all the people came to him. He sat down and taught them.",2.0,142.64694928091558,136.99666551934808,131.61776423110018,133.266,2024,3,10,1,2024-03-16,46,5,4,2,2024-03-16 10:47:04.728726900,2024,3,2024-03-16,10,47,4,5,2,0.0,5649,42.15485456780008,5.737704918032787,8.19672131147541,,,,,,,208,25,4.597549796324979,5.312618790668792,6.918700703083694,v2,home,cherry red,dvorak,yes,,,,0.0,88.0,16.39344262295082,8.108006860820382,9.605515942036275,
9670,1710600427.608698,2024-03-16 10:47:07.608697,2024-03-16 14:47:07.608697+00:00,94,7.673519,12.249920799049304,146.99904958859162,JHN,8,30665,"The scribes and the Pharisees brought a woman taken in adultery. Having set her in the middle,",3.0,143.95390033156687,137.04859144944322,131.63240568753216,133.267,2024,3,10,1,2024-03-16,47,5,4,2,2024-03-16 10:47:15.282216000,2024,3,2024-03-16,10,47,4,5,2,0.0,2579,73.59688652191724,1.0638297872340423,4.25531914893617,,,,,,,208,26,5.023081711218596,5.274880011355235,6.919366278642888,v2,home,cherry red,dvorak,yes,,,,0.0,94.11764705882352,8.51063829787234,8.959070690607614,9.551936193628135,
9671,1710600436.5113544,2024-03-16 10:47:16.511354,2024-03-16 14:47:16.512354+00:00,74,5.6248849,13.155824752965168,157.86989703558203,JHN,8,30666,"they told him, ""Teacher, we found this woman in adultery, in the very act.",4.0,144.66017721679202,137.14038600927014,131.6647066431696,133.27,2024,3,10,1,2024-03-16,47,5,4,2,2024-03-16 10:47:22.136238900,2024,3,2024-03-16,10,47,4,5,2,0.0,1178,87.94551413355182,1.351351351351351,1.351351351351351,,,,,,,208,27,5.158216846353732,5.256979912303303,6.913994940918609,v2,home,cherry red,dvorak,yes,,,,0.0,92.85714285714286,2.702702702702702,9.229340960877886,9.531842801806995,
9672,1710600442.8923645,2024-03-16 10:47:22.892364,2024-03-16 14:47:22.892364+00:00,88,6.2599057,14.05771975127357,168.69263701528286,JHN,8,30667,"Now in our law, Moses commanded us to stone such women. What then do you say about her?""",5.0,148.71494613816745,137.47494560686545,131.70039259278104,133.274,2024,3,10,1,2024-03-16,47,5,4,2,2024-03-16 10:47:29.152269700,2024,3,2024-03-16,10,47,4,5,2,1.0,402,95.89307660794756,0.0,0.0,,,,,,,208,28,4.523296211433096,5.195124242200211,6.913410145596971,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,8.118229849766774,9.428750018301844,
9673,1710600450.676756,2024-03-16 10:47:30.676755,2024-03-16 14:47:30.676755+00:00,140,12.3726608,11.31527019636714,135.78324235640568,JHN,8,30668,"They said this testing him, that they might have something to accuse him of. But Jesus stooped down and wrote on the ground with his finger.",6.0,144.1512600625049,137.33016893756587,131.73094092631774,133.274,2024,3,10,1,2024-03-16,47,5,4,2,2024-03-16 10:47:43.049415800,2024,3,2024-03-16,10,47,4,5,2,0.0,4535,53.564113068414585,4.285714285714286,8.571428571428571,,,,,,,208,29,5.380439068575953,5.2677950496536265,6.912831247371014,v2,home,cherry red,dvorak,yes,,,,0.0,88.46153846153845,15.0,9.618229849766774,9.552663061780102,
9674,1710600465.545138,2024-03-16 10:47:45.545138,2024-03-16 14:47:45.545138+00:00,139,11.006314,12.629114524626502,151.54937429551802,JHN,8,30669,"But when they continued asking him, he looked up and said to them, ""He who is without sin among you, let him throw the first stone at her.""",7.0,146.7693416388664,137.50652416566902,131.76744095895137,133.276,2024,3,10,1,2024-03-16,47,5,4,2,2024-03-16 10:47:56.551452000,2024,3,2024-03-16,10,47,4,5,2,0.0,1938,80.1618189266694,2.158273381294964,1.4388489208633093,,,,,,,208,30,4.829879516217839,5.21743533742341,6.903880485902268,v2,home,cherry red,dvorak,yes,,,,0.0,96.42857142857144,4.316546762589928,8.799884526025767,9.466332126528306,
9675,1710600487.4550965,2024-03-16 10:48:07.455096,2024-03-16 14:48:07.455096+00:00,62,4.6553083,13.31812975737826,159.81755708853913,JHN,8,30670,Again he stooped down and wrote on the ground with his finger.,8.0,149.58449973214584,137.3871899175099,131.84027878561722,133.279,2024,3,10,1,2024-03-16,48,5,4,2,2024-03-16 10:48:12.110404300,2024,3,2024-03-16,10,48,4,5,2,0.0,1012,89.64563703400246,3.225806451612903,3.225806451612903,,,,,,,208,31,4.282894943987825,5.249693401939539,6.890635704118585,v2,home,cherry red,dvorak,yes,,,,0.0,91.66666666666666,6.451612903225806,7.705915381565738,9.530848255560562,
9676,1710600493.7951903,2024-03-16 10:48:13.795190,2024-03-16 14:48:13.795190+00:00,194,13.6909257,14.169969529525678,170.0396343543081,JHN,8,30671,"They, when they heard it, being convicted by their conscience, went out one by one, beginning from the oldest, even to the last. Jesus was left alone with the woman where she was, in the middle.",9.0,151.04074884261232,138.06497682465908,131.8473563546154,133.282,2024,3,10,1,2024-03-16,48,5,4,2,2024-03-16 10:48:27.486115700,2024,3,2024-03-16,10,48,4,5,2,0.0,358,96.34371159360916,1.0309278350515465,1.0309278350515465,,,,,,,208,32,4.38598772749298,5.090191359535338,6.891666631953637,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,2.061855670103093,7.912100948576047,9.259013982072917,
9677,1710600508.984101,2024-03-16 10:48:28.984101,2024-03-16 14:48:28.984101+00:00,95,9.1586969,10.372654651340191,124.4718558160823,JHN,8,30672,"Jesus, standing up, saw her and said, ""Woman, where are your accusers? Did no one condemn you?""",10.0,145.9462670698765,138.10830905366586,131.8400895231747,133.281,2024,3,10,1,2024-03-16,48,5,4,2,2024-03-16 10:48:38.142797900,2024,3,2024-03-16,10,48,4,5,2,0.0,6574,32.6812781646866,3.1578947368421053,9.473684210526317,,,,,,,208,33,5.333356148545612,5.13786937811119,6.898299407073254,v2,home,cherry red,dvorak,yes,,,,0.0,88.23529411764706,13.684210526315791,9.280522001207624,9.301738440277248,
9678,1710600519.2275343,2024-03-16 10:48:39.227534,2024-03-16 14:48:39.227534+00:00,104,8.6145897,12.07254246827333,144.87050961927997,JHN,8,30673,"She said, ""No one, Lord."" Jesus said, ""Neither do I condemn you. Go your way. From now on, sin no more.""",11.0,148.9774293331995,138.1395061605225,131.8566239124444,133.283,2024,3,10,1,2024-03-16,48,5,4,2,2024-03-16 10:48:47.842123700,2024,3,2024-03-16,10,48,4,5,2,1.0,2922,70.08398197460058,0.0,0.0,,,,,,,208,34,3.75440878012456,5.092756596156303,6.894501938718824,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,6.9121009485760485,9.211512876367474,
9679,1710600528.79745,2024-03-16 10:48:48.797449,2024-03-16 14:48:48.797449+00:00,159,12.1728869,13.061815270788394,156.74178324946072,JHN,8,30674,"Again, therefore, Jesus spoke to them, saying, ""I am the light of the world. He who follows me will not walk in the darkness, but will have the light of life.""",12.0,151.68355404190507,138.46037927569662,131.8878709852918,133.285,2024,3,10,1,2024-03-16,48,5,4,2,2024-03-16 10:49:00.970335900,2024,3,2024-03-16,10,49,4,5,2,0.0,1298,86.71650962720196,0.6289308176100629,0.6289308176100629,,,,,,,208,35,2.997629730738024,5.003504503058518,6.893568369536434,v2,home,cherry red,dvorak,yes,,,,0.0,96.7741935483871,1.257861635220126,5.398542849802978,9.090333530936237,
9680,1710600543.1071858,2024-03-16 10:49:03.107185,2024-03-16 14:49:03.107185+00:00,95,8.3625009,11.36023794030324,136.3228552836389,JHN,8,30675,"The Pharisees therefore said to him, ""You testify about yourself. Your testimony is not valid.""",13.0,150.61593461140976,138.66677318187246,131.89581289176218,133.285,2024,3,10,1,2024-03-16,49,5,4,2,2024-03-16 10:49:11.469685900,2024,3,2024-03-16,10,49,4,5,2,0.0,4430,54.63949201147072,1.0526315789473684,4.2105263157894735,,,,,,,208,36,2.993150447423355,5.000966909073555,6.893301283911925,v2,home,cherry red,dvorak,yes,,,,0.0,93.33333333333331,6.315789473684211,5.179057967384166,9.064205711387364,
9681,1710600552.2825413,2024-03-16 10:49:12.282541,2024-03-16 14:49:12.282541+00:00,186,13.6362279,13.640135773911494,163.68162928693792,JHN,8,30676,"Jesus answered them, ""Even if I testify about myself, my testimony is true, for I know where I came from, and where I am going; but you don't know where I came from, or where I am going.",14.0,151.19710783654537,139.19093804257054,131.92601825151385,133.288,2024,3,10,1,2024-03-16,49,5,4,2,2024-03-16 10:49:25.918768900,2024,3,2024-03-16,10,49,4,5,2,0.0,697,92.87177386317084,0.5376344086021505,0.5376344086021505,,,,,,,208,37,2.9117787531484347,4.842164148681965,6.890065333414866,v2,home,cherry red,dvorak,yes,,,,0.0,97.36842105263158,1.0752688172043012,5.016314578834326,8.791376310007168,
9682,1710600567.328573,2024-03-16 10:49:27.328572,2024-03-16 14:49:27.328572+00:00,49,4.0347403,12.144523899097049,145.73428678916457,JHN,8,30677,You judge according to the flesh. I judge no one.,15.0,148.90127281393353,139.33043466018282,131.9474532577737,133.29,2024,3,10,1,2024-03-16,49,5,4,2,2024-03-16 10:49:31.363312300,2024,3,2024-03-16,10,49,4,5,2,1.0,2785,71.48709545268332,0.0,0.0,,,,,,,208,38,2.9117787531484347,4.779664148681965,6.882080542540342,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,5.016314578834326,8.694154087784945,
9683,1710600573.089678,2024-03-16 10:49:33.089678,2024-03-16 14:49:33.089678+00:00,98,9.1043813,10.764048293979076,129.16857952774893,JHN,8,30678,"Even if I do judge, my judgment is true, for I am not alone, but I am with the Father who sent me.",16.0,148.23980653106787,139.26606969003458,131.92680485427604,133.289,2024,3,10,1,2024-03-16,49,5,4,2,2024-03-16 10:49:42.194059300,2024,3,2024-03-16,10,49,4,5,2,0.0,5732,41.30479311757476,4.081632653061225,7.142857142857143,,,,,,,208,39,2.7689216102912924,4.772145351689484,6.887759985049053,v2,home,cherry red,dvorak,yes,,,,0.0,91.30434782608695,11.224489795918368,4.638763558426162,8.674820038375708,
9684,1710600583.2764068,2024-03-16 10:49:43.276406,2024-03-16 14:49:43.276406+00:00,72,6.7137776,10.724215827465002,128.69058992958003,JHN,8,30679,It's also written in your law that the testimony of two people is valid.,17.0,145.9539280944741,139.37236930708718,131.94164361531594,133.289,2024,3,10,1,2024-03-16,49,5,4,2,2024-03-16 10:49:49.990183600,2024,3,2024-03-16,10,49,4,5,2,0.0,5820,40.40352314625154,4.166666666666667,11.11111111111111,,,,,,,208,40,3.736147829316072,4.764051164787349,6.888373858591103,v2,home,cherry red,dvorak,yes,,,,0.0,85.71428571428571,16.666666666666664,5.873775548833836,8.616321142128466,
9685,1710600634.9941893,2024-03-16 10:50:34.994189,2024-03-16 14:50:34.994189+00:00,84,5.3047261,15.83493632215997,190.01923586591963,JHN,8,30680,"I am one who testifies about myself, and the Father who sent me testifies about me.""",18.0,148.97409597221213,140.0154168774601,132.0106527711099,133.295,2024,3,10,1,2024-03-16,50,6,4,2,2024-03-16 10:50:40.298915100,2024,3,2024-03-16,10,50,4,6,2,1.0,16,99.84637443670628,0.0,0.0,,,,,,,208,41,3.4135671841547817,4.716992341257938,6.883004731074324,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,5.228614258511255,8.522203495069643,
9686,1710600642.4441392,2024-03-16 10:50:42.444139,2024-03-16 14:50:42.444139+00:00,151,12.4753247,12.1038933760177,145.2467205122124,JHN,8,30681,"They said therefore to him, ""Where is your Father?"" Jesus answered, ""You know neither me nor my Father. If you knew me, you would know my Father also.""",19.0,146.49480458800252,140.22567374681634,132.03786566149398,133.296,2024,3,10,1,2024-03-16,50,6,4,2,2024-03-16 10:50:54.919463700,2024,3,2024-03-16,10,50,4,6,2,0.0,2859,70.72920934043425,0.6622516556291391,3.9735099337748334,,,,,,,208,42,3.707825394027111,4.66477341760718,6.878467602710227,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,96.42857142857144,4.635761589403973,5.486004850441343,8.407641570733798,
9687,1710600655.9848378,2024-03-16 10:50:55.984838,2024-03-16 14:50:55.984838+00:00,128,10.2143976,12.53133126519375,150.375975182325,JHN,8,30682,"Jesus spoke these words in the treasury, as he taught in the temple. Yet no one arrested him, because his hour had not yet come.",20.0,149.0852165246268,140.2249295930949,132.05673118870257,133.298,2024,3,10,1,2024-03-16,50,6,4,2,2024-03-16 10:51:06.199235600,2024,3,2024-03-16,10,51,4,6,2,0.0,2099,78.51290454731668,1.5625,3.90625,,,,,,,208,43,3.151081972974479,4.658381372152635,6.876313246649621,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,96.0,6.25,4.742583797809765,8.390596116188343,
9688,1710600672.970286,2024-03-16 10:51:12.970285,2024-03-16 14:51:12.970285+00:00,135,9.4781667,14.243260777424394,170.91912932909273,JHN,8,30683,"Jesus said therefore again to them, ""I am going away, and you will seek me, and you will die in your sins. Where I go, you can't come.""",21.0,151.69007849560808,140.65196570632,132.10100554218073,133.302,2024,3,10,1,2024-03-16,51,6,4,2,2024-03-16 10:51:22.448451700,2024,3,2024-03-16,10,51,4,6,2,1.0,306,96.87628021302744,0.0,0.0,,,,,,,208,44,3.151081972974479,4.587315382304919,6.8675294628658365,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,4.742583797809765,8.26876870502083,
9689,1710600683.950887,2024-03-16 10:51:23.950886,2024-03-16 14:51:23.950886+00:00,101,8.7559512,11.535011752920688,138.42014103504826,JHN,8,30684,"The Jews therefore said, ""Will he kill himself, because he says, 'Where I am going, you can't come'?""",22.0,149.85791427416683,140.73889203959158,132.11352962116982,133.302,2024,3,10,1,2024-03-16,51,6,4,2,2024-03-16 10:51:32.706837200,2024,3,2024-03-16,10,51,4,6,2,0.0,4065,58.37771405161819,1.98019801980198,2.9702970297029703,,,,,,,208,45,3.38521859418377,4.570143352601948,6.867360746442625,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,88.88888888888889,4.950495049504951,5.111847139238247,8.224523655515881,
9690,1710600693.4668489,2024-03-16 10:51:33.466848,2024-03-16 14:51:33.466848+00:00,103,7.1221648,14.461895068757746,173.54274082509295,JHN,8,30685,"He said to them, ""You are from beneath. I am from above. You are of this world. I am not of this world.",23.0,153.57990282831224,141.21918221862651,132.14779639168256,133.306,2024,3,10,1,2024-03-16,51,6,4,2,2024-03-16 10:51:40.589012800,2024,3,2024-03-16,10,51,4,6,2,1.0,211,97.84924211388774,0.0,0.0,,,,,,,208,46,2.9641659626048225,4.544933268568335,6.866084150697944,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,4.4802681918698255,8.157296764759579,
9691,1710600701.975436,2024-03-16 10:51:41.975436,2024-03-16 14:51:41.975436+00:00,120,9.6814601,12.39482461948069,148.7378954337683,JHN,8,30686,"I said therefore to you that you will die in your sins; for unless you believe that I am he, you will die in your sins.""",24.0,152.08552944299527,141.41382417662177,132.16303707854294,133.308,2024,3,10,1,2024-03-16,51,6,4,2,2024-03-16 10:51:51.656896100,2024,3,2024-03-16,10,51,4,6,2,0.0,2312,76.33142154854568,3.333333333333333,11.666666666666666,,,,,,,208,47,4.077069188411274,4.631599935235002,6.869378724341355,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,92.3076923076923,15.0,5.872741310149396,8.247296764759579,
9692,1710600716.4844744,2024-03-16 10:51:56.484474,2024-03-16 14:51:56.484474+00:00,119,9.4763341,12.557598618225162,150.69118341870194,JHN,8,30687,"They said therefore to him, ""Who are you?"" Jesus said to them, ""Just what I have been saying to you from the beginning.",25.0,152.581219105949,141.30625865398667,132.18687861487592,133.31,2024,3,10,1,2024-03-16,51,6,4,2,2024-03-16 10:52:05.960808100,2024,3,2024-03-16,10,52,4,6,2,0.0,2048,79.03523146251537,1.680672268907563,4.201680672268908,,,,,,,208,48,4.497237255638165,4.673616741957691,6.867993812834853,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,95.65217391304348,5.88235294117647,6.460976604267043,8.306120294171343,
9693,1710600727.491164,2024-03-16 10:52:07.491163,2024-03-16 14:52:07.491163+00:00,155,10.5015532,14.759721447680713,177.11665737216853,JHN,8,30688,"I have many things to speak and to judge concerning you. However, he who sent me is true; and the things which I heard from him, these I say to the world.""",26.0,157.37602689039096,141.50510319843934,132.23288574925755,133.314,2024,3,10,1,2024-03-16,52,6,4,2,2024-03-16 10:52:17.992716200,2024,3,2024-03-16,10,52,4,6,2,1.0,119,98.7914789020893,0.0,0.0,,,,,,,208,49,3.7829515413524506,4.668738693177204,6.863947570060287,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,5.338527624675206,8.296364196610368,
9694,1710600740.5907626,2024-03-16 10:52:20.590762,2024-03-16 14:52:20.590762+00:00,62,3.7837376,16.38591428750239,196.6309714500287,JHN,8,30689,They didn't understand that he spoke to them about the Father.,27.0,164.17006504243585,142.20305361431775,132.3130954891762,133.321,2024,3,10,1,2024-03-16,52,6,4,2,2024-03-16 10:52:24.374499600,2024,3,2024-03-16,10,52,4,6,2,1.0,8,99.92830807046292,0.0,0.0,,,,,,,208,50,2.6718404302413394,4.587106040115979,6.850652772372426,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,3.6718609580085393,8.153507053753223,
9695,1710600823.3796756,2024-03-16 10:53:43.379675,2024-03-16 14:53:43.379675+00:00,179,14.2736217,12.540615392658191,150.4873847118983,JHN,8,30690,"Jesus therefore said to them, ""When you have lifted up the Son of Man, then you will know that I am he, and I do nothing of myself, but as my Father taught me, I say these things.",28.0,160.21687992703372,142.0750339646081,132.32993334752743,133.323,2024,3,10,1,2024-03-16,53,6,4,2,2024-03-16 10:53:57.653296700,2024,3,2024-03-16,10,53,4,6,2,0.0,2081,78.69725522326915,5.58659217877095,5.58659217877095,,,,,,,208,51,3.230499648118434,4.642971961903688,6.8510750453023705,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,97.36842105263158,11.1731843575419,4.78917939376273,8.265238897328643,
9696,1710600843.8690815,2024-03-16 10:54:03.869081,2024-03-16 14:54:03.869081+00:00,113,7.6741501,14.724757598890331,176.69709118668396,JHN,8,30691,"He who sent me is with me. The Father hasn't left me alone, for I always do the things that are pleasing to him.""",29.0,163.36191699448085,142.41458444723378,132.38149055170237,133.327,2024,3,10,1,2024-03-16,54,6,4,2,2024-03-16 10:54:11.543231100,2024,3,2024-03-16,10,54,4,6,2,1.0,128,98.69930356411308,0.0,0.0,,,,,,,208,52,2.833148654740951,4.594360850792578,6.8460245402518645,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,4.325603234822333,8.188850008439754,
9697,1710600852.8735716,2024-03-16 10:54:12.873571,2024-03-16 14:54:12.874570+00:00,47,3.6151819,13.000728953638545,156.00874744366251,JHN,8,30692,"As he spoke these things, many believed in him.",30.0,163.92519422061463,142.3913601845875,132.4135195631224,133.329,2024,3,10,1,2024-03-16,54,6,4,2,2024-03-16 10:54:16.488752900,2024,3,2024-03-16,10,54,4,6,2,0.0,1378,85.8971732896354,2.127659574468085,14.893617021276595,,,,,,,208,53,3.931885356868611,4.743297021005343,6.848046870144429,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,88.88888888888889,17.02127659574468,5.402730894396801,8.359062774397202,
9698,1710600857.6591563,2024-03-16 10:54:17.659156,2024-03-16 14:54:17.659156+00:00,116,10.0207123,11.576023393067578,138.91228071681093,JHN,8,30693,"Jesus therefore said to those Jews who had believed him, ""If you remain in my word, then you are truly my disciples.",31.0,160.72450935938645,142.49934572551928,132.42424513985213,133.33,2024,3,10,1,2024-03-16,54,6,4,2,2024-03-16 10:54:27.679868300,2024,3,2024-03-16,10,54,4,6,2,0.0,3971,59.34043424825891,4.310344827586207,10.344827586206897,,,,,,,208,54,4.9663681154893,4.793269361038536,6.852218858224464,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,90.9090909090909,15.517241379310343,6.954455032327834,8.428673690864102,
9699,1710600869.02655,2024-03-16 10:54:29.026550,2024-03-16 14:54:29.026550+00:00,59,4.1189961,14.323878578083624,171.8865429370035,JHN,8,30694,"You will know the truth, and the truth will make you free.""",32.0,164.07114954958195,142.83832152483063,132.48518395106893,133.334,2024,3,10,1,2024-03-16,54,6,4,2,2024-03-16 10:54:33.145546100,2024,3,2024-03-16,10,54,4,6,2,1.0,276,97.18353133961492,0.0,0.0,,,,,,,208,55,4.669338412519004,4.748397566166741,6.841184375465842,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,6.459405527377339,8.351750613941025,
9700,1710600874.519014,2024-03-16 10:54:34.519014,2024-03-16 14:54:34.519014+00:00,131,12.2613176,10.684006749812925,128.2080809977551,JHN,8,30695,"They answered him, ""We are Abraham's offspring, and have never been in bondage to anyone. How do you say, 'You will be made free'?""",33.0,159.5376835668482,142.60300834403327,132.4968368630591,133.333,2024,3,10,1,2024-03-16,54,6,4,2,2024-03-16 10:54:46.780331599,2024,3,2024-03-16,10,54,4,6,2,0.0,5907,39.51249487914789,3.816793893129771,3.816793893129771,,,,,,,208,56,5.05101780183198,4.75859347712601,6.834900159257962,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,7.633587786259542,7.222764306003294,8.37913544285257,
9701,1710600887.6184828,2024-03-16 10:54:47.618483,2024-03-16 14:54:47.618483+00:00,100,8.975618,11.141294114789645,133.6955293774757,JHN,8,30696,"Jesus answered them, ""Most certainly I tell you, everyone who commits sin is the bondservant of sin.",34.0,158.03344696121894,142.81242826347366,132.50355400701972,133.333,2024,3,10,1,2024-03-16,54,6,4,2,2024-03-16 10:54:56.594101000,2024,3,2024-03-16,10,54,4,6,2,0.0,4922,49.6005735354363,2.0,7.0,,,,,,,208,57,4.5843511351653135,4.717482366014899,6.83472716347737,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,88.23529411764706,14.000000000000002,7.122764306003295,8.35751928123641,
9702,1710600897.53504,2024-03-16 10:54:57.535040,2024-03-16 14:54:57.535040+00:00,71,4.9309325,14.398899194016549,172.78679032819855,JHN,8,30697,A bondservant doesn't live in the house forever. A son remains forever.,35.0,160.2430076521686,142.97916810677043,132.53810613592023,133.337,2024,3,10,1,2024-03-16,54,6,4,2,2024-03-16 10:55:02.465972500,2024,3,2024-03-16,10,55,4,6,2,1.0,242,97.5317492830807,0.0,0.0,,,,,,,208,58,4.164183067938422,4.695504344036878,6.833590799841008,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,6.534529011885647,8.319057742774872,
9703,1710600903.2180936,2024-03-16 10:55:03.218093,2024-03-16 14:55:03.218093+00:00,61,5.5966715,10.899335435356532,130.79202522427838,JHN,8,30698,"If therefore the Son makes you free, you will be free indeed.",36.0,155.61054443737956,143.04532299224772,132.53517535842056,133.337,2024,3,10,1,2024-03-16,55,6,4,2,2024-03-16 10:55:08.814764500,2024,3,2024-03-16,10,55,4,6,2,0.0,5442,44.27488734125358,4.918032786885246,4.918032786885246,,,,,,,208,59,4.655986346626947,4.674200090407932,6.835601855883707,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,83.33333333333334,9.836065573770492,7.518135569262695,8.302880953578656,
9704,1710600918.644475,2024-03-16 10:55:18.644475,2024-03-16 14:55:18.644475+00:00,104,8.4704506,12.277977277855795,147.33572733426956,JHN,8,30699,"I know that you are Abraham's offspring, yet you seek to kill me, because my word finds no place in you.",37.0,150.68102002580366,143.2035686104379,132.53891469184614,133.339,2024,3,10,1,2024-03-16,55,6,4,2,2024-03-16 10:55:27.114925600,2024,3,2024-03-16,10,55,4,6,2,0.0,2519,74.21138877509217,2.8846153846153846,7.6923076923076925,,,,,,,208,60,5.425217115857716,4.699399029399975,6.838872394868531,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,90.47619047619048,12.5,8.768135569262695,8.358915436337275,
9705,1710600959.999509,2024-03-16 10:55:59.999509,2024-03-16 14:55:59.999509+00:00,116,11.5022808,10.08495636795791,121.01947641549492,JHN,8,30700,"I say the things which I have seen with my Father; and you also do the things which you have seen with your father.""",38.0,147.7342291961633,142.94292396795777,132.5288794551184,133.337,2024,3,10,1,2024-03-16,55,6,4,2,2024-03-16 10:56:11.501789800,2024,3,2024-03-16,10,56,4,6,2,0.0,7111,27.181482998771,7.758620689655173,16.379310344827587,,,,,,,208,61,6.50448893246338,4.817038286694404,6.849670309864522,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,87.5,34.48275862068966,11.099092995577472,8.61143533023648,
9706,1710600972.730873,2024-03-16 10:56:12.730873,2024-03-16 14:56:12.730873+00:00,131,11.7486113,11.150253987890466,133.8030478546856,JHN,8,30701,"They answered him, ""Our father is Abraham."" Jesus said to them, ""If you were Abraham's children, you would do the works of Abraham.",39.0,143.4448248629635,142.93979518688226,132.56492329638564,133.337,2024,3,10,1,2024-03-16,56,6,4,2,2024-03-16 10:56:24.479484300,2024,3,2024-03-16,10,56,4,6,2,0.0,4904,49.78492421138878,2.2900763358778624,9.923664122137405,,,,,,,208,62,7.496855344677121,4.866824378465229,6.849249146400452,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,95.65217391304348,12.97709923664122,12.396802919241594,8.664283245679815,
9707,1710600986.3864565,2024-03-16 10:56:26.386456,2024-03-16 14:56:26.386456+00:00,109,8.2266627,13.24960120219831,158.99521442637973,JHN,8,30702,"But now you seek to kill me, a man who has told you the truth which I heard from God. Abraham didn't do this.",40.0,143.7434715612352,143.1112978721136,132.6042391896713,133.34,2024,3,10,1,2024-03-16,56,6,4,2,2024-03-16 10:56:34.613118700,2024,3,2024-03-16,10,56,4,6,2,0.0,1080,88.94920114707088,1.834862385321101,6.422018348623853,,,,,,,208,63,6.649695477411846,4.910774291681197,6.851897579843416,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,95.83333333333334,10.091743119266056,11.703849571593732,8.724660136331934,
