Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Book,Chapter,Verse_Order,Verse,Verse #,Last 10 Avg,Last 100 Avg,Last 1000 Avg,cumulative_avg,Local_Start_Year,Local_Start_Month,Local_Start_Hour,Count,Local_Start_Date,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,Mistake_Free_Test,WPM_Rank,WPM_Percentile,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Min Character Time (ms),Median Character Time (ms),Max Character Time (ms),Backspace % Last 10 Avg,Backspace % Last 100 Avg,Backspace % Last 1000 Avg,Session,Test_#_Within_Session,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Scatter_X_Values
9375,1710171342.6613357,2024-03-11 11:35:42.661335,2024-03-11 15:35:42.661335+00:00,120,8.6130894,13.932283113188166,167.187397358258,JHN,6,30552,"When therefore the people saw the sign which Jesus did, they said, ""This is truly the prophet who comes into the world.""",14.0,136.0569091922004,141.66412483870698,129.3894480276199,133.12,2024,3,11,1,2024-03-11,35,4,3,2,2024-03-11 11:35:51.274424400,2024,3,2024-03-11,11,35,3,4,2,1.0,477,95.1249487914789,0.0,0.0,,,,,,,203,40,5.009310780867886,5.0167629644199,7.359816989463025,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,9.65940926950913,,,0
9647,1710600095.992299,2024-03-16 10:41:35.992299,2024-03-16 14:41:35.992299+00:00,89,6.3979908,13.910617064344638,166.92740477213567,JHN,7,30642,"Then Jesus said, ""I will be with you a little while longer, then I go to him who sent me.",33.0,137.39784804320445,135.93743318406754,131.20764836039032,133.244,2024,3,10,1,2024-03-16,41,5,3,2,2024-03-16 10:41:42.390289800,2024,3,2024-03-16,10,41,3,5,2,1.0,491,94.98156493240477,0.0,0.0,,,,,,,208,3,5.241011069341327,5.420032983692163,6.96806052647329,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,9.785258233677256,9.75298866814846,,1
9350,1710171020.0829644,2024-03-11 11:30:20.082964,2024-03-11 15:30:20.082964+00:00,57,4.1477016,13.742550814166572,164.91060976999887,JHN,5,30524,"You have sent to John, and he has testified to the truth.",33.0,150.4456360959616,140.2224497506116,129.17784302397936,133.076,2024,3,11,1,2024-03-11,30,4,3,2,2024-03-11 11:30:24.230665600,2024,3,2024-03-11,11,30,3,4,2,1.0,615,93.71159360917656,0.0,0.0,,,,,,,203,15,3.262063256598675,5.229158759096594,7.456936232670487,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,6.255134756697667,,,2
9653,1710600182.4335265,2024-03-16 10:43:02.433526,2024-03-16 14:43:02.433526+00:00,155,11.2858838,13.733970927469588,164.80765112963505,JHN,7,30648,"But he said this about the Spirit, which those believing in him were to receive. For the Holy Spirit was not yet given, because Jesus wasn't yet glorified.",39.0,136.92698763075114,135.65579221725795,131.2997097744483,133.249,2024,3,10,1,2024-03-16,43,5,3,2,2024-03-16 10:43:13.719409800,2024,3,2024-03-16,10,43,3,5,2,1.0,622,93.6399016796395,0.0,0.0,,,,,,,208,9,6.327360760839941,5.4672672497157055,6.954107235223884,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,11.095192561543016,9.79311063344977,,3
9394,1710171632.6576917,2024-03-11 11:40:32.657691,2024-03-11 15:40:32.657691+00:00,62,4.5268672,13.69600592657103,164.35207111885234,JHN,6,30572,"They said therefore to him, ""Lord, always give us this bread.""",34.0,143.24790189837353,144.038120138331,129.3617145726285,133.146,2024,3,11,1,2024-03-11,40,5,3,2,2024-03-11 11:40:37.184558200,2024,3,2024-03-11,11,40,3,5,2,1.0,652,93.33265055305203,0.0,0.0,,,,,,,203,59,5.820127128315005,5.129266195562556,7.34426456795692,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,9.523313285955489,,,4
9435,1710172226.5805593,2024-03-11 11:50:26.580559,2024-03-11 15:50:26.580559+00:00,87,6.3888903,13.617388296681192,163.40865956017433,JHN,7,30615,"Jesus therefore said to them, ""My time has not yet come, but your time is always ready.",6.0,144.33406923926276,145.38408545422067,129.61485029995228,133.178,2024,3,11,1,2024-03-11,50,6,4,2,2024-03-11 11:50:32.969449300,2024,3,2024-03-11,11,50,4,6,2,1.0,713,92.70790659565752,0.0,0.0,,,,,,,203,100,4.039696719701205,5.134625004270265,7.268228971694078,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,6.363339297607908,8.893390755721455,,0
9368,1710171235.275542,2024-03-11 11:33:55.275542,2024-03-11 15:33:55.275542+00:00,53,3.8947424,13.608088688997762,163.29706426797316,JHN,6,30542,"Now the Passover, the feast of the Jews, was at hand.",4.0,156.27530989974406,143.2039029636436,129.47664475421865,133.121,2024,3,11,1,2024-03-11,33,4,3,2,2024-03-11 11:33:59.170284400,2024,3,2024-03-11,11,33,3,4,2,1.0,721,92.62597296190086,0.0,0.0,,,,,,,203,33,2.6442775647017127,4.795170743509498,7.375438081557826,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,4.731728279670395,,,1
9362,1710171162.1889555,2024-03-11 11:32:42.188955,2024-03-11 15:32:42.188955+00:00,124,9.1264605,13.586866452772131,163.0423974332656,JHN,5,30536,"""Don't think that I will accuse you to the Father. There is one who accuses you, even Moses, on whom you have set your hope.",45.0,157.7202625504396,142.37994662423168,129.46928846764402,133.108,2024,3,11,1,2024-03-11,32,4,3,2,2024-03-11 11:32:51.315415500,2024,3,2024-03-11,11,32,3,4,2,1.0,741,92.4211388775092,0.0,0.0,,,,,,,203,27,3.329677440753457,4.965422008444211,7.399352198250881,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,5.250254169612871,,,2
9405,1710171824.581498,2024-03-11 11:43:44.581497,2024-03-11 15:43:44.581497+00:00,139,10.2687591,13.536202246676524,162.4344269601183,JHN,6,30583,"It is written in the prophets, 'They will all be taught by God.' Therefore everyone who hears from the Father and has learned, comes to me.",45.0,134.3474912950733,144.4589365110895,129.2882587695255,133.15,2024,3,11,1,2024-03-11,43,5,3,2,2024-03-11 11:43:54.850256100,2024,3,2024-03-11,11,43,3,5,2,1.0,781,92.01147070872592,0.0,0.0,,,,,,,203,70,7.029064024735286,4.98339876449291,7.339213128035882,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,13.789581323090568,,,3
9354,1710171058.6238012,2024-03-11 11:30:58.623801,2024-03-11 15:30:58.623801+00:00,121,8.9761015,13.480239723225054,161.76287667870065,JHN,5,30528,"The Father himself, who sent me, has testified about me. You have neither heard his voice at any time, nor seen his form.",37.0,153.89162955946827,140.74665943213304,129.31176512603105,133.087,2024,3,11,1,2024-03-11,30,4,3,2,2024-03-11 11:31:07.599902500,2024,3,2024-03-11,11,31,3,4,2,1.0,828,91.53011061040556,0.0,0.0,,,,,,,203,19,3.539439690575393,5.175108629122786,7.433859903679044,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,6.531642304501943,,,4
9389,1710171573.7480338,2024-03-11 11:39:33.748033,2024-03-11 15:39:33.748033+00:00,89,6.6125518,13.459251842836224,161.5110221140347,JHN,6,30567,"Jesus answered them, ""This is the work of God, that you believe in him whom he has sent.""",29.0,147.82807817498275,143.37378894885765,129.46783637759685,133.144,2024,3,11,1,2024-03-11,39,4,3,2,2024-03-11 11:39:40.360584800,2024,3,2024-03-11,11,39,3,4,2,1.0,856,91.24334289225727,0.0,0.0,,,,,,,203,54,4.313354430746702,5.103898343239538,7.33274295545182,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,7.18603381282318,,,0
9713,1710601061.9991243,2024-03-16 10:57:41.999124,2024-03-16 14:57:41.999124+00:00,80,5.9450526,13.45656723037236,161.47880676446832,JHN,8,30708,"Which of you convicts me of sin? If I tell the truth, why do you not believe me?",46.0,142.34267678390538,143.32908752778133,132.76415955236402,133.346,2024,3,10,1,2024-03-16,57,6,4,2,2024-03-16 10:57:47.944176600,2024,3,2024-03-16,10,57,4,6,2,1.0,859,91.21261777959852,0.0,0.0,,,,,,,208,69,7.355294040699993,4.9857460155900775,6.830475562624794,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,13.545257735012452,8.889009583726223,,1
9721,1710601172.404182,2024-03-16 10:59:32.404182,2024-03-16 14:59:32.404182+00:00,128,9.5323052,13.428021587055357,161.13625904466426,JHN,8,30716,"Jesus answered, ""If I glorify myself, my glory is nothing. It is my Father who glorifies me, of whom you say that he is our God.",54.0,144.59378932074043,143.5140233206489,133.0267363357834,133.356,2024,3,10,1,2024-03-16,59,6,4,2,2024-03-16 10:59:41.936487200,2024,3,2024-03-16,10,59,4,6,2,1.0,897,90.8234330192544,0.0,0.0,,,,,,,208,77,5.296280023826839,5.085784867441538,6.772101045446045,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,9.159662444167836,9.021406486880698,,2
9364,1710171181.341977,2024-03-11 11:33:01.341976,2024-03-11 15:33:01.341976+00:00,70,5.2861906,13.242049955595622,158.90459946714748,JHN,5,30538,"But if you don't believe his writings, how will you believe my words?""",47.0,157.76106969804735,142.68996759218845,129.50097590533397,133.113,2024,3,11,1,2024-03-11,33,4,3,2,2024-03-11 11:33:06.628166600,2024,3,2024-03-11,11,33,3,4,2,1.0,1088,88.86726751331422,0.0,0.0,,,,,,,203,29,2.8822872170583453,4.917006515486464,7.385340701448546,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,4.569377465538156,,,3
9715,1710601115.513142,2024-03-16 10:58:35.513142,2024-03-16 14:58:35.513142+00:00,91,6.8816987,13.223479255201916,158.681751062423,JHN,8,30710,"Then the Jews answered him, ""Don't we say well that you are a Samaritan, and have a demon?""",48.0,143.9082849579751,143.09791452332175,132.79624109123,133.348,2024,3,10,1,2024-03-16,58,6,4,2,2024-03-16 10:58:42.394840700,2024,3,2024-03-16,10,58,4,6,2,1.0,1111,88.63170831626383,0.0,0.0,,,,,,,208,71,6.348132236986466,5.078381660684271,6.821890740039971,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,11.346981872943488,9.04428087391461,,4
9754,1710602146.5756626,2024-03-16 11:15:46.575662,2024-03-16 15:15:46.575662+00:00,95,7.2040597,13.187008986058236,158.24410783269883,JHN,9,30751,"The man answered them, ""How amazing! You don't know where he comes from, yet he opened my eyes.",30.0,136.4756195764845,145.69983900951664,133.5988631979546,133.377,2024,3,11,1,2024-03-16,15,2,2,1,2024-03-16 11:15:53.779721700,2024,3,2024-03-16,11,15,2,2,1,1.0,1146,88.27324866857845,0.0,0.0,,,,,,,209,2,7.08447021908587,5.050488451165454,6.6922680039641245,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,11.372875733697274,8.757077710093228,,0
9740,1710601437.429119,2024-03-16 11:03:57.429119,2024-03-16 15:03:57.429119+00:00,61,4.6263325,13.185390371314645,158.22468445577573,JHN,9,30735,It was a Sabbath when Jesus made the mud and opened his eyes.,14.0,137.43516647296298,145.89798050845388,133.41191785764627,133.37,2024,3,11,1,2024-03-16,3,1,1,1,2024-03-16 11:04:02.055451500,2024,3,2024-03-16,11,4,1,1,1,1.0,1147,88.26300696435887,0.0,0.0,,,,,,,208,96,5.475673937329487,4.890454322504345,6.700645315577729,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,9.775704852889149,8.559395247365561,,1
9648,1710600103.5440264,2024-03-16 10:41:43.544026,2024-03-16 14:41:43.544026+00:00,63,4.80101,13.122238862239405,157.46686634687285,JHN,7,30643,"You will seek me and won't find me. You can't come where I am.""",34.0,140.08212434866158,136.01688536041055,131.24015559151152,133.246,2024,3,10,1,2024-03-16,41,5,3,2,2024-03-16 10:41:48.345036000,2024,3,2024-03-16,10,41,3,5,2,1.0,1220,87.51536255632936,0.0,0.0,,,,,,,208,4,4.997108630316936,5.380926838440766,6.961108654815536,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,9.297453355628477,9.70270933853952,,2
9446,1710172373.8971035,2024-03-11 11:52:53.897103,2024-03-11 15:52:53.897103+00:00,122,9.3092265,13.105277865996708,157.26333439196048,JHN,7,30626,"If anyone desires to do his will, he will know about the teaching, whether it is from God or if I am speaking from myself.",17.0,138.36678359893745,143.41621647688396,129.7528374234263,133.18,2024,3,11,1,2024-03-11,52,6,4,2,2024-03-11 11:53:03.206329500,2024,3,2024-03-11,11,53,4,6,2,1.0,1239,87.32077017615731,0.0,0.0,,,,,,,203,111,6.29442291514589,5.671197901293645,7.252248611915166,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,10.121013662459609,9.693253385827946,,3
9666,1710600396.0949647,2024-03-16 10:46:36.094964,2024-03-16 14:46:36.094964+00:00,105,8.1040851,12.956428604136942,155.4771432496433,JHN,7,30661,"They answered him, ""Are you also from Galilee? Search and see that no prophet has arisen out of Galilee.""",52.0,143.83659796529528,136.5841908378912,131.54087247297213,133.264,2024,3,10,1,2024-03-16,46,5,4,2,2024-03-16 10:46:44.199049100,2024,3,2024-03-16,10,46,4,5,2,1.0,1447,85.19049569848423,0.0,0.0,,,,,,,208,22,4.402034210386614,5.313192635788447,6.913499792438362,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,9.275680142384948,9.618923388267174,,4
9718,1710601138.7330875,2024-03-16 10:58:58.733087,2024-03-16 14:58:58.733087+00:00,80,6.1783366,12.948469010251078,155.38162812301294,JHN,8,30713,"Most certainly, I tell you, if a person keeps my word, he will never see death.""",51.0,144.74192462627144,143.3292710136345,132.92414143865932,133.352,2024,3,10,1,2024-03-16,58,6,4,2,2024-03-16 10:59:04.911423600,2024,3,2024-03-16,10,59,4,6,2,1.0,1458,85.07783695206882,0.0,0.0,,,,,,,208,74,5.959527902540919,5.136157247861421,6.793430966284812,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,10.705814636403092,9.090222259909124,,0
9397,1710171728.6986675,2024-03-11 11:42:08.698667,2024-03-11 15:42:08.698667+00:00,98,7.5870374,12.91676774916122,155.00121298993463,JHN,6,30575,All those whom the Father gives me will come to me. He who comes to me I will in no way throw out.,37.0,144.63123977995758,145.30430665886354,129.39475371638858,133.152,2024,3,11,1,2024-03-11,42,5,3,2,2024-03-11 11:42:16.285704400,2024,3,2024-03-11,11,42,3,5,2,1.0,1511,84.53502662843097,0.0,0.0,,,,,,,203,62,4.704915615256525,4.664731121825508,7.332312363291527,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,7.604380863274146,,,1
9759,1710602256.42424,2024-03-16 11:17:36.424239,2024-03-16 15:17:36.424239+00:00,58,4.553788,12.736649136938302,152.83978964325962,JHN,9,30757,"He answered, ""Who is he, Lord, that I may believe in him?""",36.0,134.51960505086072,144.98690288311047,133.59788775758338,133.377,2024,3,11,1,2024-03-16,17,2,2,1,2024-03-16 11:17:40.978027000,2024,3,2024-03-16,11,17,2,2,1,1.0,1777,81.81073330602212,0.0,0.0,,,,,,,209,7,6.438076800406122,5.107775061401938,6.707373141220439,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,11.671976534038192,8.76862538979872,,2
9661,1710600321.1874957,2024-03-16 10:45:21.187495,2024-03-16 14:45:21.187495+00:00,76,6.0474595,12.56726068194421,150.80712818333052,JHN,7,30656,"The Pharisees therefore answered them, ""You aren't also led astray, are you?",47.0,143.88014954354557,135.64269320825892,131.4296533173231,133.258,2024,3,10,1,2024-03-16,45,5,4,2,2024-03-16 10:45:27.234954500,2024,3,2024-03-16,10,45,4,5,2,1.0,2035,79.16837361736992,0.0,0.0,,,,,,,208,17,5.191679182447435,5.486878428862881,6.92481452010193,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,10.030008488964343,9.953127512641151,,3
9371,1710171268.2100112,2024-03-11 11:34:28.210011,2024-03-11 15:34:28.210011+00:00,130,10.3926379,12.50885494624998,150.10625935499974,JHN,6,30545,"Philip answered him, ""Two hundred denarii worth of bread is not sufficient for them, that every one of them may receive a little.""",7.0,145.1990886161381,142.12688728135515,129.3791592916021,133.118,2024,3,11,1,2024-03-11,34,4,3,2,2024-03-11 11:34:38.602648900,2024,3,2024-03-11,11,34,3,4,2,1.0,2138,78.11347808275298,0.0,0.0,,,,,,,203,36,3.4402331981859504,4.960935534274288,7.379871703491448,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,6.994235668035907,,,4
9440,1710172317.3352702,2024-03-11 11:51:57.335270,2024-03-11 15:51:57.335270+00:00,68,5.4652555,12.44223623213956,149.3068347856747,JHN,7,30620,"The Jews therefore sought him at the feast, and said, ""Where is he?""",11.0,140.9632243929142,144.28466193526504,129.66327061121385,133.177,2024,3,11,1,2024-03-11,51,6,4,2,2024-03-11 11:52:02.800525500,2024,3,2024-03-11,11,52,4,6,2,1.0,2240,77.0688242523556,0.0,0.0,,,,,,,203,105,7.410369751361327,5.539935018421181,7.273495122402465,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,11.264482799606862,9.508187418792025,,0
9682,1710600567.328573,2024-03-16 10:49:27.328572,2024-03-16 14:49:27.328572+00:00,49,4.0347403,12.144523899097049,145.73428678916457,JHN,8,30677,You judge according to the flesh. I judge no one.,15.0,148.90127281393353,139.33043466018282,131.9474532577737,133.29,2024,3,10,1,2024-03-16,49,5,4,2,2024-03-16 10:49:31.363312300,2024,3,2024-03-16,10,49,4,5,2,1.0,2785,71.48709545268332,0.0,0.0,,,,,,,208,38,2.9117787531484347,4.779664148681965,6.882080542540342,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,5.016314578834326,8.694154087784945,,1
9678,1710600519.2275343,2024-03-16 10:48:39.227534,2024-03-16 14:48:39.227534+00:00,104,8.6145897,12.07254246827333,144.87050961927997,JHN,8,30673,"She said, ""No one, Lord."" Jesus said, ""Neither do I condemn you. Go your way. From now on, sin no more.""",11.0,148.9774293331995,138.1395061605225,131.8566239124444,133.283,2024,3,10,1,2024-03-16,48,5,4,2,2024-03-16 10:48:47.842123700,2024,3,2024-03-16,10,48,4,5,2,1.0,2922,70.08398197460058,0.0,0.0,,,,,,,208,34,3.75440878012456,5.092756596156303,6.894501938718824,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,6.9121009485760485,9.211512876367474,,2
9738,1710601425.9560883,2024-03-16 11:03:45.956088,2024-03-16 15:03:45.956088+00:00,60,5.065754,11.844238784591592,142.1308654150991,JHN,9,30733,"Then they asked him, ""Where is he?"" He said, ""I don't know.""",12.0,141.33241292902895,145.70735974501795,133.3967060077789,133.367,2024,3,11,1,2024-03-16,3,1,1,1,2024-03-16 11:03:51.021842000,2024,3,2024-03-16,11,3,1,1,1,1.0,3407,65.11675542810323,0.0,0.0,,,,,,,208,94,4.920956956197412,4.903439714374945,6.700241002909265,v2,home,cherry red,dvorak,yes,,,,0.0,100.0,0.0,9.043629381191035,8.584933941232068,,3
9761,1710602269.8460906,2024-03-16 11:17:49.846090,2024-03-16 15:17:49.846090+00:00,49,4.2634572,11.493020265337716,137.91624318405258,JHN,9,30759,"He said, ""Lord, I believe!"" and he worshiped him.",38.0,136.40668785716323,144.90049434604606,133.62011825268462,133.377,2024,3,11,1,2024-03-16,17,2,2,1,2024-03-16 11:17:54.109547200,2024,3,2024-03-16,11,17,2,2,1,1.0,4169,57.31257681278164,0.0,0.0,,,,,,,209,9,5.734376920867317,5.184698138325015,6.704617687718717,v2,home,cherry mx2a brown,dvorak,yes,,,,0.0,100.0,0.0,10.47194211655411,8.90965103082436,,4
9660,1710600315.276342,2024-03-16 10:45:15.276342,2024-03-16 14:45:15.276342+00:00,57,5.1071631,11.160794923506554,133.92953908207863,JHN,7,30655,"The officers answered, ""No man ever spoke like this man!""",46.0,142.30777655712646,135.70319854634542,131.41547378458375,133.256,2024,3,10,1,2024-03-16,45,5,4,2,2024-03-16 10:45:20.383505100,2024,3,2024-03-16,10,45,4,5,2,1.0,4881,50.02048340843916,0.0,0.0,,,,,,,208,16,6.144060134828387,5.486878428862881,6.9273145201019295,v2,home,cherry mx2a black,dvorak,yes,,,,0.0,100.0,0.0,11.299849758805616,9.953127512641151,,0
