Test_Number,Start_Time,Characters,Seconds,CPS,WPM,Book,Chapter,Verse_Order,Verse
1,1697169337,56,3.852665424,14.53539143,174.4246972,GEN,1,1,"In the beginning, God created the heavens and the earth."
