word,typed_word_without_mistakes,word_duration (ms),Count,characters,CPS,WPM
able,1,238.0673,1,4,16.801971543340898,201.62365852009077
to,1,159.136,1,2,12.567866478986527,150.8143977478383
afford,1,449.4773,1,6,13.34883875114494,160.1860650137393
and,1,145.526,1,3,20.614872943666423,247.37847532399707
the,1,161.2177,1,3,18.608378608552286,223.30054330262743
one,1,195.6428,1,3,15.334068005569334,184.008816066832
shall,1,351.4647,1,5,14.226179755747873,170.7141570689745
be,1,158.4715,1,2,12.620565843069574,151.4467901168349
a,1,76.2207,1,1,13.119795541106289,157.43754649327548
sin,1,204.3895,1,3,14.677857717739903,176.13429261287882
offering,1,519.8059,1,8,15.390360132503307,184.6843215900397
and,1,140.0301,1,3,21.423965276037084,257.087583312445
the,1,149.5304,1,3,20.062809970414044,240.75371964496853
other,1,248.1695,1,5,20.147520142483263,241.77024170979917
a,1,66.0565,1,1,15.138555630407302,181.6626675648876
burnt,1,408.3885,1,5,12.24324387195036,146.91892646340432
offering,1,522.1431,1,8,15.32147030191532,183.85764362298383
On,1,318.4704,1,2,6.28001848837443,75.36022186049316
the,1,157.0448,1,3,19.102829256365062,229.23395107638075
eighth,0,2511.5184,1,6,2.388993048985825,28.6679165878299
day,1,321.9143,1,3,9.319250496172428,111.83100595406913
he,0,1374.9465,1,2,1.454602051788924,17.45522462146709
shall,0,1962.8736,1,5,2.5472857753041254,30.567429303649504
bring,1,336.0142,1,5,14.880323510137368,178.56388212164842
them,1,282.9626,1,4,14.136143787200146,169.63372544640174
for,0,2031.3408,1,3,1.4768570591404457,17.722284709685347
his,1,232.6472,1,3,12.895061707168622,154.74074048602347
cleansing,1,623.0085,1,9,14.446030832645139,173.35236999174168
to,1,180.9313,1,2,11.053919360552873,132.64703232663447
the,1,189.7385,1,3,15.811234936504718,189.73481923805662
priest,1,356.006,1,6,16.853648534013473,202.24378240816168
to,1,163.0637,1,2,12.265145461558888,147.18174553870665
the,1,175.6677,1,3,17.077698404430638,204.93238085316767
door,1,323.3121,1,4,12.371946487619857,148.46335785143827
of,1,143.8606,1,2,13.90234713326651,166.82816559919812
the,1,205.3441,1,3,14.609623553829888,175.31548264595864
Tent,1,304.7819,1,4,13.124138933447163,157.48966720136596
of,1,142.7968,1,2,14.005916098960201,168.07099318752242
Meeting,1,731.4379,1,7,9.5701904426883,114.8422853122596
before,1,476.9714,1,6,12.579370586999556,150.95244704399465
the,1,230.7164,1,3,13.002976814825475,156.0357217779057
LORD,1,419.0415,1,4,9.545593932820497,114.54712719384597
The,1,292.5174,1,3,10.25580016778489,123.06960201341869
priest,1,343.9554,1,6,17.44412211583246,209.32946538998954
shall,1,386.1791,1,5,12.947360434575563,155.36832521490675
take,0,2181.0999,1,4,1.8339370883470307,22.00724506016437
the,1,175.128,1,3,17.130327531862413,205.56393038234896
lamb,1,371.7666,1,4,10.7594388522261,129.11326622671322
of,1,127.4296,1,2,15.694940578954968,188.3392869474596
the,1,204.9817,1,3,14.635452823349597,175.62543388019517
trespass,0,1620.7352,1,8,4.936031499778618,59.23237799734342
offering,1,549.8793,1,8,14.548647312237431,174.58376774684916
and,1,147.1164,1,3,20.39201611784954,244.7041934141945
the,1,146.0852,1,3,20.535961206200216,246.4315344744026
log,1,180.9509,1,3,16.57908305512711,198.9489966615253
of,1,130.1178,1,2,15.37068717731164,184.44824612773968
oil,1,160.7516,1,3,18.662333687502954,223.94800425003547
and,1,161.9864,1,3,18.520073290103365,222.24087948124037
the,1,160.0627,1,3,18.742655221984883,224.9118626638186
priest,1,334.4096,1,6,17.942068648746925,215.3048237849631
shall,1,432.063,1,5,11.572386434385727,138.86863721262873
wave,1,304.447,1,4,13.138575844071381,157.66291012885657
them,1,299.8141,1,4,13.341600678553812,160.09920814264575
for,1,197.4306,1,3,15.195212900127943,182.34255480153533
a,1,62.2232,1,1,16.07117602437676,192.85411229252114
wave,1,323.611,1,4,12.360519265414341,148.3262311849721
offering,1,564.2401,1,8,14.178361303990977,170.14033564789173
before,1,459.0954,1,6,13.069179085654094,156.83014902784913
the,1,132.3165,1,3,22.67290927435354,272.07491129224246
LORD,1,322.1453,1,4,12.416757283126588,149.00108739751906
He,1,492.7787,1,2,4.0586169816187265,48.70340377942472
shall,1,407.7936,1,5,12.261104637247861,147.13325564697433
kill,1,377.7551,1,4,10.588870937811295,127.06645125373555
the,1,260.2061,1,3,11.529322333335,138.35186800001998
lamb,1,387.8875,1,4,10.312268376784505,123.74722052141406
of,1,147.1712,1,2,13.589615359526864,163.07538431432238
the,1,186.208,1,3,16.111015638425847,193.33218766111017
trespass,0,1460.3736,1,8,5.478050274258588,65.73660329110305
offering,0,2023.8533,1,8,3.952855673877153,47.43426808652584
The,1,276.9671,1,3,10.831611407997556,129.97933689597068
priest,1,358.6782,1,6,16.728086624723776,200.73703949668533
shall,1,426.9207,1,5,11.71177691782104,140.54132301385246
take,0,2021.904,1,4,1.9783332937666673,23.73999952520001
some,1,348.7748,1,4,11.468718496863877,137.62462196236652
of,1,145.5791,1,2,13.738235776976227,164.85882932371473
the,1,186.072,1,3,16.122791177608665,193.473494131304
blood,1,377.954,1,5,13.22912312080306,158.74947744963671
of,1,289.796,1,2,6.901406506646055,82.81687807975266
the,1,160.3079,1,3,18.713987270745857,224.56784724895027
trespass,1,892.8785,1,8,8.959785681926489,107.51742818311786
offering,1,598.834,1,8,13.359294896415367,160.31153875698442
and,1,155.7206,1,3,19.265273830180465,231.1832859621656
put,1,258.9514,1,3,11.585185482681306,139.02222579217567
it,1,432.1894,1,2,4.627600769477456,55.53120923372947
on,1,177.8336,1,2,11.24646860885682,134.95762330628185
the,1,141.2275,1,3,21.242321785771185,254.90786142925424
tip,1,319.8083,1,3,9.380619577415596,112.56743492898715
of,1,144.3259,1,2,13.85752661164767,166.29031933977203
the,1,174.9533,1,3,17.147433057850293,205.76919669420352
right,1,327.3003,1,5,15.276490733433487,183.31788880120183
ear,1,160.1917,1,3,18.727562039731147,224.73074447677376
of,1,126.9286,1,2,15.756890094115905,189.08268112939086
him,1,303.3903,1,3,9.888252854491393,118.65903425389672
who,1,174.8115,1,3,17.161342360199413,205.93610832239295
is,1,137.485,1,2,14.547041495435863,174.56449794523036
to,1,172.699,1,2,11.580842969559752,138.97011563471702
be,1,174.2676,1,2,11.476602650177083,137.719231802125
cleansed,0,1473.7913,1,8,5.4281769745824935,65.13812369498993
and,1,143.5374,1,3,20.900476112845855,250.80571335415027
on,1,140.7911,1,2,14.205443383850257,170.46532060620308
the,1,152.3474,1,3,19.691835896116377,236.30203075339654
thumb,1,875.3232,1,5,5.712175799750309,68.5461095970037
of,1,145.8844,1,2,13.709485044322765,164.5138205318732
his,1,245.8127,1,3,12.20441417388117,146.45297008657406
right,1,346.9023,1,5,14.41328005031964,172.95936060383568
hand,1,332.5344,1,4,12.028830701425175,144.34596841710209
and,1,374.6141,1,3,8.008241013886023,96.09889216663228
on,1,199.3888,1,2,10.030653677638863,120.36784413166636
the,1,174.2473,1,3,17.216909530305493,206.60291436366592
big,1,230.3228,1,3,13.025197679083444,156.30237214900131
toe,1,189.0215,1,3,15.871210417862518,190.45452501435022
of,1,140.4472,1,2,14.240226932256391,170.8827231870767
his,1,237.9893,1,3,12.605608739552578,151.26730487463092
right,1,373.5063,1,5,13.3866550577594,160.6398606931128
foot,1,375.279,1,4,10.658736566661071,127.90483879993286
The,1,443.6209,1,3,6.762530800510075,81.1503696061209
priest,1,399.4842,1,6,15.019367474358184,180.2324096922982
shall,1,418.0634,1,5,11.959908473212437,143.51890167854924
pour,1,245.3159,1,4,16.30550649183359,195.66607790200308
some,1,341.0189,1,4,11.72955516541752,140.75466198501022
of,1,130.0001,1,2,15.384603550304961,184.61524260365954
the,1,172.9647,1,3,17.344579558719207,208.1349547046305
oil,1,154.6068,1,3,19.404062434511292,232.84874921413552
into,1,224.8745,1,4,17.787699361199245,213.45239233439094
the,1,148.8053,1,3,20.160572237682395,241.92686685218874
palm,1,296.3584,1,4,13.497170992959875,161.9660519155185
of,1,140.8488,1,2,14.199623993956637,170.39548792747965
his,1,210.8341,1,3,14.229197269322183,170.7503672318662
own,1,155.3839,1,3,19.307019581822825,231.68423498187389
left,1,391.9982,1,4,10.204128488345098,122.44954186014118
hand,1,312.6646,1,4,12.793261533285188,153.51913839942225
and,1,216.536,1,3,13.854509180921417,166.254110171057
the,1,433.8994,1,3,6.9140450528394375,82.96854063407325
priest,1,302.8806,1,6,19.80978643069249,237.71743716830989
shall,1,390.6329,1,5,12.799741138035225,153.5968936564227
sprinkle,1,803.355,1,8,9.958237640893502,119.49885169072203
with,1,311.3408,1,4,12.847657615063621,154.17189138076344
his,1,247.9102,1,3,12.101155983093879,145.21387179712656
right,1,361.8623,1,5,13.817410655931827,165.80892787118194
finger,1,391.7547,1,6,15.315706486737746,183.78847784085295
some,1,289.6858,1,4,13.808063771161722,165.69676525394067
of,1,110.8262,1,2,18.046274256448385,216.55529107738062
the,1,174.3253,1,3,17.209206007389636,206.5104720886756
oil,1,155.6581,1,3,19.2730092426928,231.2761109123136
that,1,266.5182,1,4,15.008355902148523,180.10027082578227
is,1,167.7814,1,2,11.920272449747111,143.04326939696534
in,1,157.965,1,2,12.661032507200963,151.93239008641154
his,1,329.5723,1,3,9.102706750536985,109.23248100644382
left,1,376.7709,1,4,10.616531159917075,127.39837391900491
hand,1,304.5485,1,4,13.134197016238792,157.6103641948655
seven,1,357.2848,1,5,13.994438050541193,167.93325660649433
times,1,361.8341,1,5,13.818487533375102,165.8218504005012
before,0,1867.0086,1,6,3.2136970338540487,38.564364406248586
the,1,176.0953,1,3,17.0362298141972,204.4347577703664
LORD,1,347.1428,1,4,11.522635641586113,138.27162769903336
Now,1,349.6546,1,3,8.579895702787836,102.95874843345402
in,1,201.8706,1,2,9.907336680031664,118.88804016037997
those,1,272.2302,1,5,18.36680867883137,220.40170414597642
days,1,242.383,1,4,16.502807540132764,198.03369048159317
a,1,31.2972,1,1,31.9517400917654,383.4208811011848
decree,1,468.5616,1,6,12.805146644539372,153.66175973447247
went,1,422.162,1,4,9.475035649821633,113.70042779785959
out,1,177.7376,1,3,16.878814612102335,202.54577534522804
from,1,285.7583,1,4,13.997843632188461,167.97412358626153
Caesar,0,3179.7926,1,6,1.8869155176976007,22.64298621237121
Augustus,0,1170.0025,1,8,6.837592227367035,82.05110672840442
that,1,290.0036,1,4,13.792932225668922,165.51518670802707
all,1,224.8603,1,3,13.341616995085394,160.09940394102472
the,1,162.641,1,3,18.445533414083783,221.3464009690054
world,1,425.5242,1,5,11.750213031362257,141.0025563763471
should,1,391.7966,1,6,15.314068575378142,183.7688229045377
be,1,129.8614,1,2,15.401035257590014,184.81242309108018
enrolled,1,613.0751,1,8,13.048972303719397,156.58766764463277
This,1,720.3489,1,4,5.552864729855213,66.63437675826256
was,1,220.866,1,3,13.582896416831925,162.9947570019831
the,1,171.2578,1,3,17.51745030007392,210.20940360088707
first,1,399.0636,1,5,12.529331164255522,150.35197397106626
enrollment,1,809.5805,1,10,12.352076167842482,148.22491401410977
made,1,294.6402,1,4,13.575880005511806,162.91056006614167
when,0,1520.9658,1,4,2.629907917719123,31.558895012629478
Quirinius,0,2975.3225,1,9,3.0248821766379943,36.29858611965593
was,1,256.0613,1,3,11.715944580457883,140.59133496549458
governor,1,653.9853,1,8,12.232690857118651,146.7922902854238
of,1,107.5596,1,2,18.59434211358168,223.13210536298016
Syria,1,480.5225,1,5,10.405340020498521,124.86408024598225
All,1,414.0142,1,3,7.246128272894988,86.95353927473985
went,1,291.7313,1,4,13.711247301883619,164.53496762260343
to,1,157.57,1,2,12.692771466649743,152.3132575997969
enroll,0,2403.4935,1,6,2.496366226910953,29.956394722931435
themselves,1,798.8721,1,10,12.517648319424348,150.21177983309218
everyone,1,587.6266,1,8,13.614087585551777,163.36905102662132
to,1,158.1072,1,2,12.649645303945677,151.79574364734813
his,1,232.3449,1,3,12.91183925276604,154.94207103319246
own,1,166.2918,1,3,18.040576865485853,216.48692238583024
city,1,372.6418,1,4,10.734168845255686,128.81002614306823
Joseph,1,647.1721,1,6,9.271104239505998,111.25325087407198
also,1,367.5867,1,4,10.881786528185051,130.5814383382206
went,1,276.7729,1,4,14.452281997262016,173.42738396714418
up,1,232.7894,1,2,8.591456483843336,103.09747780612003
from,1,281.4825,1,4,14.21047489630794,170.52569875569526
Galilee,1,710.8975,1,7,9.846707858727875,118.1604943047345
out,1,159.3193,1,3,18.83011035072336,225.9613242086803
of,1,123.3351,1,2,16.21598393320312,194.59180719843744
the,1,156.6189,1,3,19.154776339254074,229.8573160710489
city,1,287.9454,1,4,13.891522490027622,166.69826988033145
of,1,113.853,1,2,17.56651120304252,210.79813443651022
Nazareth,1,867.5226,1,8,9.221661775727801,110.65994130873361
into,1,223.5151,1,4,17.895882649539114,214.75059179446936
Judea,1,607.3907,1,5,8.231933745445888,98.78320494535066
to,1,159.3294,1,2,12.5526111314045,150.631333576854
David,1,495.8438,1,5,10.08382075161573,121.00584901938876
city,1,345.2766,1,4,11.584914819017564,139.01897782821078
which,0,1431.1124,1,5,3.4937856732986172,41.925428079583405
is,1,160.4959,1,2,12.461377518054979,149.53653021665974
called,1,538.058,1,6,11.151214181370781,133.81457017644937
Bethlehem,1,755.5725,1,9,11.91149757303237,142.93797087638845
because,1,388.8774,1,7,18.00053178713908,216.00638144566898
he,1,180.8953,1,2,11.056119202654797,132.67343043185755
was,1,194.5867,1,3,15.417292137643528,185.00750565172234
of,1,142.868,1,2,13.998936080857856,167.98723297029426
the,1,148.412,1,3,20.213998868016063,242.56798641619275
house,1,352.8918,1,5,14.168648860642271,170.02378632770726
and,1,127.35,1,3,23.557126030624264,282.6855123674912
family,1,488.8649,1,6,12.273329502690826,147.2799540322899
of,1,146.8193,1,2,13.622187273743984,163.46624728492782
David,0,1633.7006,1,5,3.0605363063464632,36.72643567615756
to,1,245.8502,1,2,8.135035074203723,97.62042089044468
enroll,1,501.8958,1,6,11.954672663130474,143.45607195756568
himself,1,496.4066,1,7,14.10134353572253,169.21612242867036
with,1,301.102,1,4,13.284534808802334,159.414417705628
Mary,1,322.0558,1,4,12.4202079267009,149.04249512041082
who,1,203.277,1,3,14.758187104296109,177.0982452515533
was,1,206.8824,1,3,14.50099186784376,174.01190241412513
pledged,1,947.9037,1,7,7.384716401043693,88.61659681252432
to,1,144.4464,1,2,13.84596639307037,166.15159671684444
be,1,167.249,1,2,11.958217986355672,143.49861583626807
married,1,518.8986,1,7,13.490111555513929,161.88133866616715
to,1,177.2893,1,2,11.280996653492343,135.3719598419081
him,1,267.7408,1,3,11.204866796543522,134.45840155852227
as,1,202.7796,1,2,9.862925067413094,118.35510080895713
wife,1,371.4802,1,4,10.767734054197234,129.2128086503668
being,1,307.2723,1,5,16.272211976152747,195.26654371383296
pregnant,1,577.526,1,8,13.852190204423698,166.22628245308437
While,0,3800.2974,1,5,1.3156865039036156,15.788238046843388
they,0,1861.0487,1,4,2.1493258075406625,25.791909690487948
were,1,289.6009,1,4,13.812111771752088,165.74534126102506
there,1,272.7456,1,5,18.332101416118167,219.98521699341802
the,1,136.3334,1,3,22.004879215217983,264.0585505826158
day,1,187.1838,1,3,16.027027979985448,192.32433575982537
had,1,263.6452,1,3,11.37892895451918,136.54714745423016
come,1,262.5857,1,4,15.233121986460041,182.7974638375205
for,1,198.8581,1,3,15.086134283692743,181.03361140431292
her,1,239.5987,1,3,12.520936048484403,150.25123258181284
to,1,193.1726,1,2,10.353435218038168,124.24122261645802
give,1,309.9523,1,4,12.90521154384078,154.86253852608937
birth,1,356.4492,1,5,14.027244274920522,168.32693129904627
She,1,326.8841,1,3,9.177564769898567,110.1307772387828
gave,1,357.0229,1,4,11.203763119956731,134.44515743948077
birth,1,380.0489,1,5,13.156201741407486,157.87442089688983
to,1,165.9013,1,2,12.055360627071638,144.66432752485966
her,1,222.633,1,3,13.475091293743516,161.70109552492218
firstborn,0,1918.9229,1,9,4.690131114699814,56.28157337639777
son,1,227.8185,1,3,13.168377458371467,158.0205295004576
She,0,1248.4075,1,3,2.4030615003514475,28.83673800421737
wrapped,1,585.0621,1,7,11.964541883673544,143.5745026040825
him,1,278.8126,1,3,10.759915441411186,129.11898529693423
in,1,127.8841,1,2,15.639160771354687,187.66992925625624
bands,0,2424.6459,1,5,2.0621567875127664,24.7458814501532
of,1,200.4608,1,2,9.977012962135241,119.72415554562289
cloth,1,349.5855,1,5,14.302652712998677,171.63183255598412
and,1,177.5896,1,3,16.89288111465987,202.7145733759184
laid,1,280.0862,1,4,14.281317680057068,171.3758121606848
him,1,263.1223,1,3,11.401542172594267,136.8185060711312
in,1,151.2319,1,2,13.224723090829382,158.69667708995257
a,1,8.2706,1,1,120.910212076512,1450.922544918144
feeding,1,544.0705,1,7,12.865979684618077,154.39175621541693
trough,1,532.9148,1,6,11.258835371057437,135.10602445268924
because,1,430.9602,1,7,16.242799219046216,194.91359062855457
there,1,311.1137,1,5,16.07129483529655,192.85553802355858
was,1,262.8799,1,3,11.412055467154392,136.94466560585272
no,1,185.1186,1,2,10.80388464476287,129.64661573715443
room,1,393.8665,1,4,10.1557253536414,121.86870424369678
for,1,191.338,1,3,15.679060092610984,188.1487211113318
them,1,302.9339,1,4,13.204200652353535,158.45040782824242
in,1,126.432,1,2,15.818780055682106,189.82536066818528
the,0,761.2149,1,3,3.9410684157653777,47.292820989184534
inn,1,263.6199,1,3,11.380021007518781,136.5602520902254
There,0,1054.6563,1,5,4.740880986535614,56.89057183842736
were,1,306.7588,1,4,13.039560723278354,156.47472867934025
shepherds,1,665.5344,1,9,13.522967407845485,162.27560889414582
in,1,149.1644,1,2,13.408024971105705,160.89629965326847
the,0,2653.4925,1,3,1.1305854454082684,13.567025344899221
same,1,318.6431,1,4,12.553229616458037,150.63875539749642
country,1,471.0418,1,7,14.86067690807907,178.32812289694883
staying,1,422.9919,1,7,16.54878024851067,198.58536298212806
in,1,110.6118,1,2,18.081253537145223,216.97504244574267
the,1,142.3338,1,3,21.077214266744793,252.92657120093753
field,1,319.6294,1,5,15.64311668451025,187.71740021412302
and,1,159.2983,1,3,18.832592689313067,225.9911122717568
keeping,1,604.6822,1,7,11.57632885505808,138.91594626069696
watch,1,444.3199,1,5,11.253153414915694,135.03784097898833
by,1,180.4422,1,2,11.083881708380854,133.00658050057024
night,1,334.484,1,5,14.948398129656425,179.3807775558771
over,1,293.7934,1,4,13.615009731328204,163.38011677593846
their,1,258.5814,1,5,19.336270899608405,232.03525079530084
flock,1,344.0976,1,5,14.530761039891008,174.3691324786921
Behold,1,705.7961,1,6,8.501038756094005,102.01246507312806
an,1,154.8776,1,2,12.913423245194915,154.961078942339
angel,1,492.5023,1,5,10.152236852497948,121.82684222997537
of,1,111.8233,1,2,17.885360206683224,214.62432248019869
the,1,142.7162,1,3,21.02073906115774,252.2488687338929
Lord,1,315.6792,1,4,12.671091411787664,152.05309694145197
stood,1,410.0901,1,5,12.192442587616721,146.30931105140064
by,1,191.5172,1,2,10.442926275029084,125.315115300349
them,1,286.8258,1,4,13.945746860986702,167.34896233184043
and,1,187.1625,1,3,16.028851933480265,192.34622320176317
the,1,134.3066,1,3,22.336951423087175,268.0434170770461
glory,1,376.1288,1,5,13.293318671689061,159.51982406026872
of,1,159.9874,1,2,12.500984452525636,150.01181343030763
the,1,150.7568,1,3,19.899599885378304,238.79519862453964
Lord,1,347.3351,1,4,11.51625620330338,138.19507443964056
shone,0,1047.1278,1,5,4.77496634126226,57.29959609514712
around,1,317.1793,1,6,18.916745197432494,227.00094236918994
them,1,280.4505,1,4,14.262766513163642,171.15319815796371
and,1,162.0393,1,3,18.514027152672224,222.16832583206667
they,1,149.889,1,4,26.68641461348064,320.2369753617677
were,1,313.4971,1,4,12.759288682415246,153.11146418898295
terrified,0,1556.8419,1,9,5.780933825072411,69.37120590086894
The,1,466.3337,1,3,6.433161489294039,77.19793787152847
angel,1,258.6895,1,5,19.328190746048833,231.938288952586
said,0,1901.2961,1,4,2.1038280150051327,25.24593618006159
to,1,160.9064,1,2,12.429586393083186,149.15503671699824
them,1,345.7016,1,4,11.570672510627663,138.84807012753197
Don,1,331.3765,1,3,9.053146496507749,108.63775795809298
be,1,152.1007,1,2,13.149183402837727,157.7902008340527
afraid,1,359.0051,1,6,16.712854497053105,200.55425396463727
for,0,600.2116,1,3,4.998237288316321,59.978847459795844
behold,1,431.8196,1,6,13.894691209014136,166.73629450816964
I,1,97.786,1,1,10.22641277892541,122.71695334710492
bring,1,346.8211,1,5,14.416654580704577,172.99985496845494
you,1,167.9461,1,3,17.862873862507076,214.35448635008493
good,1,367.7536,1,4,10.876847976471202,130.52217571765442
